,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
4534,Architecture and engineering occupations_Male,814.0,4379,5832.0,2575,1760.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4535,"Life, physical, and social science occupations_Male",314.0,2046,4299.0,1390,403.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4537,Community and social service occupations_Male,369.0,2682,1904.0,1312,772.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4538,Legal occupations_Male,448.0,7074,16110.0,3941,1024.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4539,"Education, training, and library occupations_Male",1641.0,16000,13485.0,8797,2924.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4540,"Arts, design, entertainment, sports, and media occupations_Male",813.0,24517,30130.0,9685,1398.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4542,Health diagnosing and treating practitioners and other technical occupations_Male,1394.0,4049,9039.0,3710,1791.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4543,Health technologists and technicians_Male,248.0,891,956.0,1530,592.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4545,Healthcare support occupations_Male,165.0,2354,531.0,984,543.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4547,"Fire fighting and prevention, and other protective service workers including supervisors_Male",793.0,3219,1478.0,4546,3828.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4548,Law enforcement workers including supervisors_Male,464.0,2157,759.0,3807,3029.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4549,Food preparation and serving related occupations_Male,1685.0,8989,5588.0,6909,1685.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4550,Building and grounds cleaning and maintenance occupations_Male,1190.0,5338,1381.0,4939,1702.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4551,Personal care and service occupations_Male,847.0,4707,3341.0,4611,879.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4553,Sales and related occupations_Male,3099.0,28356,38942.0,16002,7234.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4554,Office and administrative support occupations_Male,1854.0,16455,11206.0,12019,5823.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4556,"Farming, fishing, and forestry occupations_Male",0.0,92,83.0,87,0.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4557,Construction and extraction occupations_Male,3547.0,15470,3389.0,15869,7251.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4558,"Installation, maintenance, and repair occupations_Male",1215.0,5943,1466.0,6680,4959.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4560,Production occupations_Male,1010.0,6816,2609.0,5285,2045.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4561,Transportation occupations_Male,2058.0,9102,1816.0,8281,4395.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4562,Material moving occupations_Male,547.0,2537,591.0,2808,2610.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4566,Management occupations_Female,3146.0,22988,43115.0,12663,5106.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4567,Business and financial operations occupations_Female,1155.0,11804,29471.0,7465,2488.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4569,Computer and mathematical occupations_Female,355.0,3877,6385.0,2050,1339.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4570,Architecture and engineering occupations_Female,71.0,1199,1169.0,904,63.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4571,"Life, physical, and social science occupations_Female",464.0,2684,5535.0,1149,712.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4573,Community and social service occupations_Female,971.0,6599,5047.0,3054,598.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4574,Legal occupations_Female,602.0,6318,16063.0,3053,1581.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4575,"Education, training, and library occupations_Female",4321.0,27366,21313.0,18478,10495.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4576,"Arts, design, entertainment, sports, and media occupations_Female",1070.0,18644,33234.0,4911,704.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4578,Health diagnosing and treating practitioners and other technical occupations_Female,2209.0,10898,15095.0,8751,4197.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4579,Health technologists and technicians_Female,510.0,2476,2408.0,2004,1790.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4581,Healthcare support occupations_Female,972.0,10485,1455.0,5544,2150.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4583,"Fire fighting and prevention, and other protective service workers including supervisors_Female",155.0,860,705.0,684,393.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4584,Law enforcement workers including supervisors_Female,103.0,474,138.0,595,271.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4585,Food preparation and serving related occupations_Female,1224.0,7450,4450.0,7647,1513.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4586,Building and grounds cleaning and maintenance occupations_Female,1125.0,4149,861.0,3684,707.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4587,Personal care and service occupations_Female,1588.0,8972,6135.0,7962,3754.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4589,Sales and related occupations_Female,2242.0,18392,27734.0,10791,6291.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4590,Office and administrative support occupations_Female,5924.0,37002,21698.0,31512,16687.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4592,"Farming, fishing, and forestry occupations_Female",0.0,126,116.0,0,0.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4593,Construction and extraction occupations_Female,112.0,686,169.0,663,143.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4594,"Installation, maintenance, and repair occupations_Female",0.0,290,123.0,436,112.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4596,Production occupations_Female,389.0,2497,1409.0,1748,557.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4597,Transportation occupations_Female,274.0,811,915.0,683,540.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4598,Material moving occupations_Female,67.0,455,41.0,391,50.0,WHITE ALONE NOT HISPANIC OR LATINO,2012
4603,Management occupations_Male,3140.0,32048,60409.0,18127,10380.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4604,Business and financial operations occupations_Male,800.0,14334,30494.0,9591,5366.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4606,Computer and mathematical occupations_Male,1035.0,13276,15055.0,5485,2535.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4607,Architecture and engineering occupations_Male,141.0,5121,2991.0,2099,1324.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4608,"Life, physical, and social science occupations_Male",387.0,2107,3701.0,872,119.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4610,Community and social service occupations_Male,562.0,3646,1338.0,2278,496.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4611,Legal occupations_Male,719.0,7192,15044.0,4123,1054.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4612,"Education, training, and library occupations_Male",1018.0,17141,16821.0,7532,2599.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4613,"Arts, design, entertainment, sports, and media occupations_Male",1536.0,25985,31697.0,11150,2099.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4615,Health diagnosing and treating practitioners and other technical occupations_Male,693.0,4717,9810.0,3714,1458.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4616,Health technologists and technicians_Male,401.0,1626,415.0,654,346.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4618,Healthcare support occupations_Male,219.0,1699,679.0,1049,413.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4620,"Fire fighting and prevention, and other protective service workers including supervisors_Male",1042.0,3000,1536.0,3832,3812.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4621,Law enforcement workers including supervisors_Male,372.0,1621,150.0,2744,3622.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4622,Food preparation and serving related occupations_Male,1641.0,8166,7576.0,7432,1668.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4623,Building and grounds cleaning and maintenance occupations_Male,2125.0,4897,1503.0,3597,3125.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4624,Personal care and service occupations_Male,1652.0,5259,4146.0,5482,1188.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4626,Sales and related occupations_Male,2807.0,27182,33235.0,15554,6899.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4627,Office and administrative support occupations_Male,3228.0,15493,9354.0,10339,6398.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4629,"Farming, fishing, and forestry occupations_Male",0.0,283,0.0,330,0.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4630,Construction and extraction occupations_Male,3643.0,14574,2123.0,15989,7165.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4631,"Installation, maintenance, and repair occupations_Male",808.0,5167,1198.0,7103,3210.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4633,Production occupations_Male,1172.0,6575,1517.0,4988,2452.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4634,Transportation occupations_Male,1080.0,10467,960.0,8676,5058.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4635,Material moving occupations_Male,1141.0,2459,2336.0,2856,1201.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4639,Management occupations_Female,2394.0,22472,42170.0,14690,5168.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4640,Business and financial operations occupations_Female,1147.0,12714,29102.0,9041,3258.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4642,Computer and mathematical occupations_Female,338.0,4029,5630.0,1334,1057.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4643,Architecture and engineering occupations_Female,89.0,1540,925.0,451,92.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4644,"Life, physical, and social science occupations_Female",563.0,2578,5221.0,1116,161.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4646,Community and social service occupations_Female,1197.0,6197,6975.0,3649,1176.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4647,Legal occupations_Female,490.0,5944,12420.0,2820,1959.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4648,"Education, training, and library occupations_Female",4827.0,29801,26915.0,17041,9766.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4649,"Arts, design, entertainment, sports, and media occupations_Female",935.0,22514,29303.0,6044,1587.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4651,Health diagnosing and treating practitioners and other technical occupations_Female,2683.0,11296,14757.0,9247,5226.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4652,Health technologists and technicians_Female,204.0,2970,606.0,2210,754.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4654,Healthcare support occupations_Female,610.0,11587,1335.0,4427,3598.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4656,"Fire fighting and prevention, and other protective service workers including supervisors_Female",209.0,1025,230.0,858,314.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4657,Law enforcement workers including supervisors_Female,47.0,418,80.0,796,578.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4658,Food preparation and serving related occupations_Female,1450.0,6834,5219.0,5358,1320.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4659,Building and grounds cleaning and maintenance occupations_Female,803.0,3720,1072.0,5878,1627.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4660,Personal care and service occupations_Female,1090.0,9020,6561.0,6350,3016.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4662,Sales and related occupations_Female,2205.0,17154,27895.0,11851,5252.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4663,Office and administrative support occupations_Female,5671.0,38061,22312.0,30338,15341.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4665,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,56,0.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4666,Construction and extraction occupations_Female,132.0,605,148.0,217,276.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4667,"Installation, maintenance, and repair occupations_Female",86.0,141,0.0,432,215.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4669,Production occupations_Female,465.0,2074,618.0,2308,660.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4670,Transportation occupations_Female,81.0,441,249.0,515,919.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4671,Material moving occupations_Female,131.0,534,217.0,459,67.0,WHITE ALONE NOT HISPANIC OR LATINO,2013
4676,Management occupations_Male,4452.0,37661,58459.0,20436,6807.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4677,Business and financial operations occupations_Male,1990.0,16626,33975.0,8077,4695.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4679,Computer and mathematical occupations_Male,880.0,13885,13471.0,7597,1859.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4680,Architecture and engineering occupations_Male,552.0,4734,4608.0,3215,1916.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4681,"Life, physical, and social science occupations_Male",195.0,1776,3728.0,641,485.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4683,Community and social service occupations_Male,486.0,3345,1833.0,2124,293.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4684,Legal occupations_Male,646.0,5461,18128.0,4272,398.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4685,"Education, training, and library occupations_Male",1887.0,14230,14141.0,9311,2332.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4686,"Arts, design, entertainment, sports, and media occupations_Male",1333.0,25056,23378.0,7748,2424.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4688,Health diagnosing and treating practitioners and other technical occupations_Male,1025.0,5978,9746.0,3193,2760.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4689,Health technologists and technicians_Male,165.0,1348,428.0,1194,751.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4691,Healthcare support occupations_Male,271.0,1354,274.0,642,333.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4693,"Fire fighting and prevention, and other protective service workers including supervisors_Male",990.0,3068,1514.0,3557,2848.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4694,Law enforcement workers including supervisors_Male,1006.0,2051,409.0,3179,2629.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4695,Food preparation and serving related occupations_Male,1404.0,10956,5189.0,6431,2383.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4696,Building and grounds cleaning and maintenance occupations_Male,1888.0,3928,1722.0,5673,2170.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4697,Personal care and service occupations_Male,420.0,4815,3837.0,3799,988.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4699,Sales and related occupations_Male,4057.0,29398,34389.0,14545,7737.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4700,Office and administrative support occupations_Male,2401.0,18076,11322.0,12064,5514.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4702,"Farming, fishing, and forestry occupations_Male",0.0,352,0.0,154,63.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4703,Construction and extraction occupations_Male,2397.0,15972,2671.0,16917,8283.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4704,"Installation, maintenance, and repair occupations_Male",797.0,5041,3120.0,6034,3355.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4706,Production occupations_Male,860.0,5395,661.0,4706,1883.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4707,Transportation occupations_Male,1580.0,9594,1667.0,9913,4580.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4708,Material moving occupations_Male,531.0,3976,1152.0,3306,1972.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4712,Management occupations_Female,3094.0,25345,43851.0,14886,4496.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4713,Business and financial operations occupations_Female,1627.0,13110,30700.0,7898,3114.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4715,Computer and mathematical occupations_Female,810.0,4235,5557.0,1812,528.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4716,Architecture and engineering occupations_Female,92.0,2459,1684.0,422,183.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4717,"Life, physical, and social science occupations_Female",157.0,2473,6147.0,1594,314.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4719,Community and social service occupations_Female,437.0,5216,4683.0,2510,1916.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4720,Legal occupations_Female,637.0,5824,14138.0,3204,1069.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4721,"Education, training, and library occupations_Female",4158.0,32012,25061.0,19679,12851.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4722,"Arts, design, entertainment, sports, and media occupations_Female",636.0,21858,28798.0,6071,1449.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4724,Health diagnosing and treating practitioners and other technical occupations_Female,1171.0,11686,16472.0,7749,6685.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4725,Health technologists and technicians_Female,633.0,2696,813.0,2302,1684.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4727,Healthcare support occupations_Female,824.0,12085,1042.0,3137,3042.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4729,"Fire fighting and prevention, and other protective service workers including supervisors_Female",211.0,477,207.0,440,118.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4730,Law enforcement workers including supervisors_Female,65.0,180,669.0,265,364.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4731,Food preparation and serving related occupations_Female,570.0,6188,4299.0,5734,2070.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4732,Building and grounds cleaning and maintenance occupations_Female,904.0,3716,1232.0,4825,1465.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4733,Personal care and service occupations_Female,969.0,10404,6627.0,6361,2850.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4735,Sales and related occupations_Female,2187.0,16090,26059.0,12567,6416.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4736,Office and administrative support occupations_Female,6889.0,35180,24328.0,30028,12746.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4738,"Farming, fishing, and forestry occupations_Female",133.0,84,0.0,0,0.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4739,Construction and extraction occupations_Female,105.0,566,270.0,246,178.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4740,"Installation, maintenance, and repair occupations_Female",52.0,60,313.0,293,20.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4742,Production occupations_Female,252.0,3111,832.0,2733,726.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4743,Transportation occupations_Female,0.0,397,537.0,1127,558.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4744,Material moving occupations_Female,45.0,452,412.0,38,163.0,WHITE ALONE NOT HISPANIC OR LATINO,2014
4749,Management occupations_Male,4272.0,38852,59384.0,21585,8467.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4750,Business and financial operations occupations_Male,1754.0,17189,32588.0,9984,3880.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4752,Computer and mathematical occupations_Male,1126.0,13314,15708.0,6101,3225.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4753,Architecture and engineering occupations_Male,215.0,4667,4675.0,2939,2234.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4754,"Life, physical, and social science occupations_Male",222.0,2391,5108.0,1265,388.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4756,Community and social service occupations_Male,133.0,2084,4520.0,1971,389.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4757,Legal occupations_Male,409.0,10257,14413.0,4294,1705.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4758,"Education, training, and library occupations_Male",1741.0,15203,13170.0,8443,2994.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4759,"Arts, design, entertainment, sports, and media occupations_Male",1417.0,27137,28372.0,7672,1369.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4761,Health diagnosing and treating practitioners and other technical occupations_Male,965.0,5405,10046.0,3234,2308.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4762,Health technologists and technicians_Male,477.0,1309,403.0,1607,613.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4764,Healthcare support occupations_Male,210.0,1822,954.0,1312,48.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4766,"Fire fighting and prevention, and other protective service workers including supervisors_Male",862.0,1925,294.0,3877,2627.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4767,Law enforcement workers including supervisors_Male,555.0,1784,751.0,2453,2007.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4768,Food preparation and serving related occupations_Male,1570.0,10546,4949.0,8173,1583.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4769,Building and grounds cleaning and maintenance occupations_Male,1304.0,3953,1630.0,4469,1654.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4770,Personal care and service occupations_Male,1108.0,4453,2393.0,5682,1391.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4772,Sales and related occupations_Male,3032.0,27151,35943.0,14713,6809.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4773,Office and administrative support occupations_Male,3219.0,15970,11342.0,10570,6216.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4775,"Farming, fishing, and forestry occupations_Male",300.0,79,113.0,29,0.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4776,Construction and extraction occupations_Male,2366.0,15504,1637.0,15053,9351.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4777,"Installation, maintenance, and repair occupations_Male",1956.0,7186,3642.0,5817,4542.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4779,Production occupations_Male,1325.0,6480,1153.0,5210,1391.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4780,Transportation occupations_Male,2313.0,11766,2192.0,7590,5256.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4781,Material moving occupations_Male,521.0,2319,1407.0,3015,1355.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4785,Management occupations_Female,3093.0,28183,46385.0,15225,5411.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4786,Business and financial operations occupations_Female,1255.0,12366,27257.0,9154,3719.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4788,Computer and mathematical occupations_Female,128.0,3489,3987.0,2023,807.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4789,Architecture and engineering occupations_Female,121.0,2606,1746.0,404,47.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4790,"Life, physical, and social science occupations_Female",618.0,2812,6331.0,1357,395.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4792,Community and social service occupations_Female,835.0,5923,4427.0,3967,1027.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4793,Legal occupations_Female,450.0,7321,11910.0,3442,1042.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4794,"Education, training, and library occupations_Female",4171.0,32984,25956.0,20038,13158.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4795,"Arts, design, entertainment, sports, and media occupations_Female",654.0,22456,30570.0,6295,1276.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4797,Health diagnosing and treating practitioners and other technical occupations_Female,1868.0,11745,12919.0,9220,4349.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4798,Health technologists and technicians_Female,384.0,3062,1240.0,2525,2276.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4800,Healthcare support occupations_Female,1492.0,13329,1075.0,4543,1766.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4802,"Fire fighting and prevention, and other protective service workers including supervisors_Female",199.0,750,578.0,851,509.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4803,Law enforcement workers including supervisors_Female,0.0,285,209.0,880,221.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4804,Food preparation and serving related occupations_Female,1374.0,8963,5329.0,6275,2017.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4805,Building and grounds cleaning and maintenance occupations_Female,950.0,2920,1354.0,4124,809.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4806,Personal care and service occupations_Female,851.0,10569,8204.0,5954,2316.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4808,Sales and related occupations_Female,2801.0,14595,25952.0,11789,5944.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4809,Office and administrative support occupations_Female,5299.0,33451,22337.0,28293,14887.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4811,"Farming, fishing, and forestry occupations_Female",0.0,70,120.0,88,0.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4812,Construction and extraction occupations_Female,48.0,211,990.0,624,0.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4813,"Installation, maintenance, and repair occupations_Female",68.0,463,44.0,417,220.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4815,Production occupations_Female,359.0,2953,1424.0,2489,476.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4816,Transportation occupations_Female,547.0,760,1126.0,763,1058.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4817,Material moving occupations_Female,0.0,147,111.0,319,63.0,WHITE ALONE NOT HISPANIC OR LATINO,2015
4822,Management occupations_Male,3288.0,39676,60754.0,21482,8578.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4823,Business and financial operations occupations_Male,1541.0,15223,31962.0,10433,3754.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4825,Computer and mathematical occupations_Male,1267.0,15670,14629.0,7768,2350.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4826,Architecture and engineering occupations_Male,509.0,5987,5405.0,4263,2099.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4827,"Life, physical, and social science occupations_Male",294.0,2457,4908.0,1179,166.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4829,Community and social service occupations_Male,331.0,3172,3399.0,1633,447.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4830,Legal occupations_Male,673.0,6390,18949.0,3124,571.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4831,"Education, training, and library occupations_Male",2631.0,17019,11272.0,8156,2269.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4832,"Arts, design, entertainment, sports, and media occupations_Male",2260.0,28497,26005.0,9210,982.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4834,Health diagnosing and treating practitioners and other technical occupations_Male,771.0,4707,9820.0,3470,2429.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4835,Health technologists and technicians_Male,424.0,1526,492.0,614,415.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4837,Healthcare support occupations_Male,143.0,2448,457.0,892,354.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4839,"Fire fighting and prevention, and other protective service workers including supervisors_Male",626.0,2717,878.0,3242,3793.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4840,Law enforcement workers including supervisors_Male,279.0,2048,237.0,2302,2957.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4841,Food preparation and serving related occupations_Male,1480.0,10932,7313.0,6852,1102.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4842,Building and grounds cleaning and maintenance occupations_Male,1202.0,3665,1838.0,3625,1757.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
4843,Personal care and service occupations_Male,1311.0,4065,3745.0,4861,1015.0,WHITE ALONE NOT HISPANIC OR LATINO,2016
