Occupations,year,race,Gender,County,NumEmp
Legal occupations,2013,White Alone,Female,"New York County, New York",12789
Legal occupations,2013,White Alone,Female,"Queens County, New York",3222
Legal occupations,2013,White Alone,Female,"Richmond County, New York",2152
"Education, training, and library occupations",2013,White Alone,Female,"Bronx County, New York",6498
"Education, training, and library occupations",2013,White Alone,Female,"Kings County, New York",33780
"Education, training, and library occupations",2013,White Alone,Female,"New York County, New York",29204
"Education, training, and library occupations",2013,White Alone,Female,"Queens County, New York",23132
"Education, training, and library occupations",2013,White Alone,Female,"Richmond County, New York",11145
"Arts, design, entertainment, sports, and media occupations",2013,White Alone,Female,"Bronx County, New York",1168
"Arts, design, entertainment, sports, and media occupations",2013,White Alone,Female,"Kings County, New York",23464
"Arts, design, entertainment, sports, and media occupations",2013,White Alone,Female,"New York County, New York",32318
"Arts, design, entertainment, sports, and media occupations",2013,White Alone,Female,"Queens County, New York",7931
"Arts, design, entertainment, sports, and media occupations",2013,White Alone,Female,"Richmond County, New York",1668
Health diagnosing and treating practitioners and other technical occupations,2013,White Alone,Female,"Bronx County, New York",3840
Health diagnosing and treating practitioners and other technical occupations,2013,White Alone,Female,"Kings County, New York",11972
Health diagnosing and treating practitioners and other technical occupations,2013,White Alone,Female,"New York County, New York",16264
Health diagnosing and treating practitioners and other technical occupations,2013,White Alone,Female,"Queens County, New York",10187
Health diagnosing and treating practitioners and other technical occupations,2013,White Alone,Female,"Richmond County, New York",6024
Health technologists and technicians,2013,White Alone,Female,"Bronx County, New York",739
Health technologists and technicians,2013,White Alone,Female,"Kings County, New York",3508
Health technologists and technicians,2013,White Alone,Female,"New York County, New York",1067
Health technologists and technicians,2013,White Alone,Female,"Queens County, New York",3332
Health technologists and technicians,2013,White Alone,Female,"Richmond County, New York",1279
Healthcare support occupations,2013,White Alone,Female,"Bronx County, New York",3499
Healthcare support occupations,2013,White Alone,Female,"Kings County, New York",16025
Healthcare support occupations,2013,White Alone,Female,"New York County, New York",3403
Healthcare support occupations,2013,White Alone,Female,"Queens County, New York",11113
Healthcare support occupations,2013,White Alone,Female,"Richmond County, New York",4029
"Fire fighting and prevention, and other protective service workers including supervisors",2013,White Alone,Female,"Bronx County, New York",353
"Fire fighting and prevention, and other protective service workers including supervisors",2013,White Alone,Female,"Kings County, New York",1520
"Fire fighting and prevention, and other protective service workers including supervisors",2013,White Alone,Female,"New York County, New York",883
"Fire fighting and prevention, and other protective service workers including supervisors",2013,White Alone,Female,"Queens County, New York",1514
"Fire fighting and prevention, and other protective service workers including supervisors",2013,White Alone,Female,"Richmond County, New York",314
Law enforcement workers including supervisors,2013,White Alone,Female,"Bronx County, New York",91
Law enforcement workers including supervisors,2013,White Alone,Female,"Kings County, New York",897
Law enforcement workers including supervisors,2013,White Alone,Female,"New York County, New York",411
Law enforcement workers including supervisors,2013,White Alone,Female,"Queens County, New York",1043
Law enforcement workers including supervisors,2013,White Alone,Female,"Richmond County, New York",1055
Food preparation and serving related occupations,2013,White Alone,Female,"Bronx County, New York",2107
Food preparation and serving related occupations,2013,White Alone,Female,"Kings County, New York",8196
Food preparation and serving related occupations,2013,White Alone,Female,"New York County, New York",5876
Food preparation and serving related occupations,2013,White Alone,Female,"Queens County, New York",9589
Food preparation and serving related occupations,2013,White Alone,Female,"Richmond County, New York",2048
Building and grounds cleaning and maintenance occupations,2013,White Alone,Female,"Bronx County, New York",3016
Building and grounds cleaning and maintenance occupations,2013,White Alone,Female,"Kings County, New York",6049
Building and grounds cleaning and maintenance occupations,2013,White Alone,Female,"New York County, New York",3616
Building and grounds cleaning and maintenance occupations,2013,White Alone,Female,"Queens County, New York",17141
Building and grounds cleaning and maintenance occupations,2013,White Alone,Female,"Richmond County, New York",2561
Personal care and service occupations,2013,White Alone,Female,"Bronx County, New York",2431
Personal care and service occupations,2013,White Alone,Female,"Kings County, New York",11213
Personal care and service occupations,2013,White Alone,Female,"New York County, New York",10799
Personal care and service occupations,2013,White Alone,Female,"Queens County, New York",11841
Personal care and service occupations,2013,White Alone,Female,"Richmond County, New York",3770
Sales and related occupations,2013,White Alone,Female,"Bronx County, New York",5274
Sales and related occupations,2013,White Alone,Female,"Kings County, New York",20013
Sales and related occupations,2013,White Alone,Female,"New York County, New York",32215
Sales and related occupations,2013,White Alone,Female,"Queens County, New York",19171
Sales and related occupations,2013,White Alone,Female,"Richmond County, New York",7442
Office and administrative support occupations,2013,White Alone,Female,"Bronx County, New York",12610
Office and administrative support occupations,2013,White Alone,Female,"Kings County, New York",44205
Office and administrative support occupations,2013,White Alone,Female,"New York County, New York",26559
Office and administrative support occupations,2013,White Alone,Female,"Queens County, New York",44112
Office and administrative support occupations,2013,White Alone,Female,"Richmond County, New York",17574
"Farming, fishing, and forestry occupations",2013,White Alone,Female,"Bronx County, New York",0
"Farming, fishing, and forestry occupations",2013,White Alone,Female,"Kings County, New York",85
"Farming, fishing, and forestry occupations",2013,White Alone,Female,"New York County, New York",0
"Farming, fishing, and forestry occupations",2013,White Alone,Female,"Queens County, New York",594
"Farming, fishing, and forestry occupations",2013,White Alone,Female,"Richmond County, New York",0
Construction and extraction occupations,2013,White Alone,Female,"Bronx County, New York",179
Construction and extraction occupations,2013,White Alone,Female,"Kings County, New York",873
Construction and extraction occupations,2013,White Alone,Female,"New York County, New York",272
Construction and extraction occupations,2013,White Alone,Female,"Queens County, New York",834
Construction and extraction occupations,2013,White Alone,Female,"Richmond County, New York",276
"Installation, maintenance, and repair occupations",2013,White Alone,Female,"Bronx County, New York",197
"Installation, maintenance, and repair occupations",2013,White Alone,Female,"Kings County, New York",384
"Installation, maintenance, and repair occupations",2013,White Alone,Female,"New York County, New York",89
"Installation, maintenance, and repair occupations",2013,White Alone,Female,"Queens County, New York",819
"Installation, maintenance, and repair occupations",2013,White Alone,Female,"Richmond County, New York",215
Production occupations,2013,White Alone,Female,"Bronx County, New York",1297
Production occupations,2013,White Alone,Female,"Kings County, New York",3838
Production occupations,2013,White Alone,Female,"New York County, New York",1124
Production occupations,2013,White Alone,Female,"Queens County, New York",4490
Production occupations,2013,White Alone,Female,"Richmond County, New York",660
Transportation occupations,2013,White Alone,Female,"Bronx County, New York",502
Transportation occupations,2013,White Alone,Female,"Kings County, New York",682
Transportation occupations,2013,White Alone,Female,"New York County, New York",622
Transportation occupations,2013,White Alone,Female,"Queens County, New York",1499
Transportation occupations,2013,White Alone,Female,"Richmond County, New York",1078
Material moving occupations,2013,White Alone,Female,"Bronx County, New York",766
Material moving occupations,2013,White Alone,Female,"Kings County, New York",1144
Material moving occupations,2013,White Alone,Female,"New York County, New York",366
Material moving occupations,2013,White Alone,Female,"Queens County, New York",717
Material moving occupations,2013,White Alone,Female,"Richmond County, New York",119
Management occupations,2014,White Alone,Male,"Bronx County, New York",6081
Management occupations,2014,White Alone,Male,"Kings County, New York",40312
Management occupations,2014,White Alone,Male,"New York County, New York",64085
Management occupations,2014,White Alone,Male,"Queens County, New York",26926
Management occupations,2014,White Alone,Male,"Richmond County, New York",7453
Business and financial operations occupations,2014,White Alone,Male,"Bronx County, New York",2497
Business and financial operations occupations,2014,White Alone,Male,"Kings County, New York",17382
Business and financial operations occupations,2014,White Alone,Male,"New York County, New York",36137
Business and financial operations occupations,2014,White Alone,Male,"Queens County, New York",9813
Business and financial operations occupations,2014,White Alone,Male,"Richmond County, New York",4808
Computer and mathematical occupations,2014,White Alone,Male,"Bronx County, New York",1183
Computer and mathematical occupations,2014,White Alone,Male,"Kings County, New York",14850
Computer and mathematical occupations,2014,White Alone,Male,"New York County, New York",14097
Computer and mathematical occupations,2014,White Alone,Male,"Queens County, New York",9198
Computer and mathematical occupations,2014,White Alone,Male,"Richmond County, New York",2130
Architecture and engineering occupations,2014,White Alone,Male,"Bronx County, New York",799
Architecture and engineering occupations,2014,White Alone,Male,"Kings County, New York",5198
Architecture and engineering occupations,2014,White Alone,Male,"New York County, New York",4819
Architecture and engineering occupations,2014,White Alone,Male,"Queens County, New York",4117
Architecture and engineering occupations,2014,White Alone,Male,"Richmond County, New York",2015
"Life, physical, and social science occupations",2014,White Alone,Male,"Bronx County, New York",408
"Life, physical, and social science occupations",2014,White Alone,Male,"Kings County, New York",1873
"Life, physical, and social science occupations",2014,White Alone,Male,"New York County, New York",4569
"Life, physical, and social science occupations",2014,White Alone,Male,"Queens County, New York",1146
"Life, physical, and social science occupations",2014,White Alone,Male,"Richmond County, New York",485
Community and social service occupations,2014,White Alone,Male,"Bronx County, New York",801
Community and social service occupations,2014,White Alone,Male,"Kings County, New York",3956
Community and social service occupations,2014,White Alone,Male,"New York County, New York",1969
Community and social service occupations,2014,White Alone,Male,"Queens County, New York",2444
Community and social service occupations,2014,White Alone,Male,"Richmond County, New York",664
Legal occupations,2014,White Alone,Male,"Bronx County, New York",970
Legal occupations,2014,White Alone,Male,"Kings County, New York",6004
Legal occupations,2014,White Alone,Male,"New York County, New York",18737
Legal occupations,2014,White Alone,Male,"Queens County, New York",4852
Legal occupations,2014,White Alone,Male,"Richmond County, New York",398
"Education, training, and library occupations",2014,White Alone,Male,"Bronx County, New York",2414
"Education, training, and library occupations",2014,White Alone,Male,"Kings County, New York",15047
"Education, training, and library occupations",2014,White Alone,Male,"New York County, New York",15742
"Education, training, and library occupations",2014,White Alone,Male,"Queens County, New York",11098
"Education, training, and library occupations",2014,White Alone,Male,"Richmond County, New York",2658
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Male,"Bronx County, New York",1894
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Male,"Kings County, New York",27092
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Male,"New York County, New York",26474
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Male,"Queens County, New York",9213
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Male,"Richmond County, New York",2685
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Male,"Bronx County, New York",1186
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Male,"Kings County, New York",6270
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Male,"New York County, New York",10200
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Male,"Queens County, New York",3337
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Male,"Richmond County, New York",2942
Health technologists and technicians,2014,White Alone,Male,"Bronx County, New York",729
Health technologists and technicians,2014,White Alone,Male,"Kings County, New York",1877
Health technologists and technicians,2014,White Alone,Male,"New York County, New York",635
Health technologists and technicians,2014,White Alone,Male,"Queens County, New York",1566
Health technologists and technicians,2014,White Alone,Male,"Richmond County, New York",1129
Healthcare support occupations,2014,White Alone,Male,"Bronx County, New York",432
Healthcare support occupations,2014,White Alone,Male,"Kings County, New York",1556
Healthcare support occupations,2014,White Alone,Male,"New York County, New York",670
Healthcare support occupations,2014,White Alone,Male,"Queens County, New York",1132
Healthcare support occupations,2014,White Alone,Male,"Richmond County, New York",418
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Male,"Bronx County, New York",2068
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Male,"Kings County, New York",4416
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Male,"New York County, New York",2075
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Male,"Queens County, New York",4994
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Male,"Richmond County, New York",3318
Law enforcement workers including supervisors,2014,White Alone,Male,"Bronx County, New York",1471
Law enforcement workers including supervisors,2014,White Alone,Male,"Kings County, New York",2819
Law enforcement workers including supervisors,2014,White Alone,Male,"New York County, New York",941
Law enforcement workers including supervisors,2014,White Alone,Male,"Queens County, New York",5000
Law enforcement workers including supervisors,2014,White Alone,Male,"Richmond County, New York",3577
Food preparation and serving related occupations,2014,White Alone,Male,"Bronx County, New York",5915
Food preparation and serving related occupations,2014,White Alone,Male,"Kings County, New York",15025
Food preparation and serving related occupations,2014,White Alone,Male,"New York County, New York",6781
Food preparation and serving related occupations,2014,White Alone,Male,"Queens County, New York",19345
Food preparation and serving related occupations,2014,White Alone,Male,"Richmond County, New York",3017
Building and grounds cleaning and maintenance occupations,2014,White Alone,Male,"Bronx County, New York",3606
Building and grounds cleaning and maintenance occupations,2014,White Alone,Male,"Kings County, New York",7462
Building and grounds cleaning and maintenance occupations,2014,White Alone,Male,"New York County, New York",3420
Building and grounds cleaning and maintenance occupations,2014,White Alone,Male,"Queens County, New York",12342
Building and grounds cleaning and maintenance occupations,2014,White Alone,Male,"Richmond County, New York",3423
Personal care and service occupations,2014,White Alone,Male,"Bronx County, New York",1187
Personal care and service occupations,2014,White Alone,Male,"Kings County, New York",5619
Personal care and service occupations,2014,White Alone,Male,"New York County, New York",4856
Personal care and service occupations,2014,White Alone,Male,"Queens County, New York",6858
Personal care and service occupations,2014,White Alone,Male,"Richmond County, New York",1080
Sales and related occupations,2014,White Alone,Male,"Bronx County, New York",6306
Sales and related occupations,2014,White Alone,Male,"Kings County, New York",33611
Sales and related occupations,2014,White Alone,Male,"New York County, New York",38549
Sales and related occupations,2014,White Alone,Male,"Queens County, New York",21499
Sales and related occupations,2014,White Alone,Male,"Richmond County, New York",8679
Office and administrative support occupations,2014,White Alone,Male,"Bronx County, New York",4625
Office and administrative support occupations,2014,White Alone,Male,"Kings County, New York",21098
Office and administrative support occupations,2014,White Alone,Male,"New York County, New York",13874
Office and administrative support occupations,2014,White Alone,Male,"Queens County, New York",20527
Office and administrative support occupations,2014,White Alone,Male,"Richmond County, New York",6699
"Farming, fishing, and forestry occupations",2014,White Alone,Male,"Bronx County, New York",0
"Farming, fishing, and forestry occupations",2014,White Alone,Male,"Kings County, New York",933
"Farming, fishing, and forestry occupations",2014,White Alone,Male,"New York County, New York",67
"Farming, fishing, and forestry occupations",2014,White Alone,Male,"Queens County, New York",154
"Farming, fishing, and forestry occupations",2014,White Alone,Male,"Richmond County, New York",63
Construction and extraction occupations,2014,White Alone,Male,"Bronx County, New York",5904
Construction and extraction occupations,2014,White Alone,Male,"Kings County, New York",20971
Construction and extraction occupations,2014,White Alone,Male,"New York County, New York",4258
Construction and extraction occupations,2014,White Alone,Male,"Queens County, New York",30718
Construction and extraction occupations,2014,White Alone,Male,"Richmond County, New York",11028
"Installation, maintenance, and repair occupations",2014,White Alone,Male,"Bronx County, New York",2353
"Installation, maintenance, and repair occupations",2014,White Alone,Male,"Kings County, New York",6764
"Installation, maintenance, and repair occupations",2014,White Alone,Male,"New York County, New York",3353
"Installation, maintenance, and repair occupations",2014,White Alone,Male,"Queens County, New York",9963
"Installation, maintenance, and repair occupations",2014,White Alone,Male,"Richmond County, New York",4073
Production occupations,2014,White Alone,Male,"Bronx County, New York",1957
Production occupations,2014,White Alone,Male,"Kings County, New York",7664
Production occupations,2014,White Alone,Male,"New York County, New York",1193
Production occupations,2014,White Alone,Male,"Queens County, New York",9775
Production occupations,2014,White Alone,Male,"Richmond County, New York",2357
Transportation occupations,2014,White Alone,Male,"Bronx County, New York",6681
Transportation occupations,2014,White Alone,Male,"Kings County, New York",12338
Transportation occupations,2014,White Alone,Male,"New York County, New York",3564
Transportation occupations,2014,White Alone,Male,"Queens County, New York",22595
Transportation occupations,2014,White Alone,Male,"Richmond County, New York",5983
Material moving occupations,2014,White Alone,Male,"Bronx County, New York",1292
Material moving occupations,2014,White Alone,Male,"Kings County, New York",6203
Material moving occupations,2014,White Alone,Male,"New York County, New York",2357
Material moving occupations,2014,White Alone,Male,"Queens County, New York",6951
Material moving occupations,2014,White Alone,Male,"Richmond County, New York",2458
Management occupations,2014,White Alone,Female,"Bronx County, New York",4983
Management occupations,2014,White Alone,Female,"Kings County, New York",28389
Management occupations,2014,White Alone,Female,"New York County, New York",46306
Management occupations,2014,White Alone,Female,"Queens County, New York",19041
Management occupations,2014,White Alone,Female,"Richmond County, New York",5473
Business and financial operations occupations,2014,White Alone,Female,"Bronx County, New York",2177
Business and financial operations occupations,2014,White Alone,Female,"Kings County, New York",14860
Business and financial operations occupations,2014,White Alone,Female,"New York County, New York",33538
Business and financial operations occupations,2014,White Alone,Female,"Queens County, New York",10262
Business and financial operations occupations,2014,White Alone,Female,"Richmond County, New York",3477
Computer and mathematical occupations,2014,White Alone,Female,"Bronx County, New York",911
Computer and mathematical occupations,2014,White Alone,Female,"Kings County, New York",4623
Computer and mathematical occupations,2014,White Alone,Female,"New York County, New York",5606
Computer and mathematical occupations,2014,White Alone,Female,"Queens County, New York",2697
Computer and mathematical occupations,2014,White Alone,Female,"Richmond County, New York",528
Architecture and engineering occupations,2014,White Alone,Female,"Bronx County, New York",155
Architecture and engineering occupations,2014,White Alone,Female,"Kings County, New York",2820
Architecture and engineering occupations,2014,White Alone,Female,"New York County, New York",1867
Architecture and engineering occupations,2014,White Alone,Female,"Queens County, New York",607
Architecture and engineering occupations,2014,White Alone,Female,"Richmond County, New York",183
"Life, physical, and social science occupations",2014,White Alone,Female,"Bronx County, New York",246
"Life, physical, and social science occupations",2014,White Alone,Female,"Kings County, New York",2613
"Life, physical, and social science occupations",2014,White Alone,Female,"New York County, New York",6953
"Life, physical, and social science occupations",2014,White Alone,Female,"Queens County, New York",1856
"Life, physical, and social science occupations",2014,White Alone,Female,"Richmond County, New York",314
Community and social service occupations,2014,White Alone,Female,"Bronx County, New York",1354
Community and social service occupations,2014,White Alone,Female,"Kings County, New York",6428
Community and social service occupations,2014,White Alone,Female,"New York County, New York",5172
Community and social service occupations,2014,White Alone,Female,"Queens County, New York",3859
Community and social service occupations,2014,White Alone,Female,"Richmond County, New York",2411
Legal occupations,2014,White Alone,Female,"Bronx County, New York",1048
Legal occupations,2014,White Alone,Female,"Kings County, New York",6203
Legal occupations,2014,White Alone,Female,"New York County, New York",14531
Legal occupations,2014,White Alone,Female,"Queens County, New York",3791
Legal occupations,2014,White Alone,Female,"Richmond County, New York",1069
"Education, training, and library occupations",2014,White Alone,Female,"Bronx County, New York",6262
"Education, training, and library occupations",2014,White Alone,Female,"Kings County, New York",35631
"Education, training, and library occupations",2014,White Alone,Female,"New York County, New York",27334
"Education, training, and library occupations",2014,White Alone,Female,"Queens County, New York",24301
"Education, training, and library occupations",2014,White Alone,Female,"Richmond County, New York",14410
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Female,"Bronx County, New York",1022
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Female,"Kings County, New York",23616
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Female,"New York County, New York",30321
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Female,"Queens County, New York",6967
"Arts, design, entertainment, sports, and media occupations",2014,White Alone,Female,"Richmond County, New York",1682
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Female,"Bronx County, New York",1469
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Female,"Kings County, New York",12263
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Female,"New York County, New York",17627
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Female,"Queens County, New York",8746
Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,Female,"Richmond County, New York",7560
Health technologists and technicians,2014,White Alone,Female,"Bronx County, New York",1109
Health technologists and technicians,2014,White Alone,Female,"Kings County, New York",3007
Health technologists and technicians,2014,White Alone,Female,"New York County, New York",1574
Health technologists and technicians,2014,White Alone,Female,"Queens County, New York",3097
Health technologists and technicians,2014,White Alone,Female,"Richmond County, New York",2180
Healthcare support occupations,2014,White Alone,Female,"Bronx County, New York",2722
Healthcare support occupations,2014,White Alone,Female,"Kings County, New York",13854
Healthcare support occupations,2014,White Alone,Female,"New York County, New York",2965
Healthcare support occupations,2014,White Alone,Female,"Queens County, New York",7954
Healthcare support occupations,2014,White Alone,Female,"Richmond County, New York",3668
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Female,"Bronx County, New York",375
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Female,"Kings County, New York",815
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Female,"New York County, New York",397
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Female,"Queens County, New York",669
"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,Female,"Richmond County, New York",569
Law enforcement workers including supervisors,2014,White Alone,Female,"Bronx County, New York",233
Law enforcement workers including supervisors,2014,White Alone,Female,"Kings County, New York",590
Law enforcement workers including supervisors,2014,White Alone,Female,"New York County, New York",669
Law enforcement workers including supervisors,2014,White Alone,Female,"Queens County, New York",330
Law enforcement workers including supervisors,2014,White Alone,Female,"Richmond County, New York",492
Food preparation and serving related occupations,2014,White Alone,Female,"Bronx County, New York",2133
Food preparation and serving related occupations,2014,White Alone,Female,"Kings County, New York",7859
Food preparation and serving related occupations,2014,White Alone,Female,"New York County, New York",5471
Food preparation and serving related occupations,2014,White Alone,Female,"Queens County, New York",11384
Food preparation and serving related occupations,2014,White Alone,Female,"Richmond County, New York",2549
Building and grounds cleaning and maintenance occupations,2014,White Alone,Female,"Bronx County, New York",2985
Building and grounds cleaning and maintenance occupations,2014,White Alone,Female,"Kings County, New York",7411
Building and grounds cleaning and maintenance occupations,2014,White Alone,Female,"New York County, New York",2913
Building and grounds cleaning and maintenance occupations,2014,White Alone,Female,"Queens County, New York",15875
Building and grounds cleaning and maintenance occupations,2014,White Alone,Female,"Richmond County, New York",2099
Personal care and service occupations,2014,White Alone,Female,"Bronx County, New York",3411
Personal care and service occupations,2014,White Alone,Female,"Kings County, New York",13138
Personal care and service occupations,2014,White Alone,Female,"New York County, New York",9825
Personal care and service occupations,2014,White Alone,Female,"Queens County, New York",13061
Personal care and service occupations,2014,White Alone,Female,"Richmond County, New York",3244
Sales and related occupations,2014,White Alone,Female,"Bronx County, New York",4516
Sales and related occupations,2014,White Alone,Female,"Kings County, New York",20136
Sales and related occupations,2014,White Alone,Female,"New York County, New York",28680
Sales and related occupations,2014,White Alone,Female,"Queens County, New York",22534
Sales and related occupations,2014,White Alone,Female,"Richmond County, New York",7588
Office and administrative support occupations,2014,White Alone,Female,"Bronx County, New York",11797
Office and administrative support occupations,2014,White Alone,Female,"Kings County, New York",42336
Office and administrative support occupations,2014,White Alone,Female,"New York County, New York",29983
Office and administrative support occupations,2014,White Alone,Female,"Queens County, New York",43601
Office and administrative support occupations,2014,White Alone,Female,"Richmond County, New York",15078
"Farming, fishing, and forestry occupations",2014,White Alone,Female,"Bronx County, New York",133
"Farming, fishing, and forestry occupations",2014,White Alone,Female,"Kings County, New York",137
"Farming, fishing, and forestry occupations",2014,White Alone,Female,"New York County, New York",0
"Farming, fishing, and forestry occupations",2014,White Alone,Female,"Queens County, New York",0
"Farming, fishing, and forestry occupations",2014,White Alone,Female,"Richmond County, New York",0
Construction and extraction occupations,2014,White Alone,Female,"Bronx County, New York",325
Construction and extraction occupations,2014,White Alone,Female,"Kings County, New York",687
Construction and extraction occupations,2014,White Alone,Female,"New York County, New York",270
Construction and extraction occupations,2014,White Alone,Female,"Queens County, New York",592
Construction and extraction occupations,2014,White Alone,Female,"Richmond County, New York",178
"Installation, maintenance, and repair occupations",2014,White Alone,Female,"Bronx County, New York",52
"Installation, maintenance, and repair occupations",2014,White Alone,Female,"Kings County, New York",382
"Installation, maintenance, and repair occupations",2014,White Alone,Female,"New York County, New York",313
"Installation, maintenance, and repair occupations",2014,White Alone,Female,"Queens County, New York",580
"Installation, maintenance, and repair occupations",2014,White Alone,Female,"Richmond County, New York",20
Production occupations,2014,White Alone,Female,"Bronx County, New York",1433
Production occupations,2014,White Alone,Female,"Kings County, New York",3984
Production occupations,2014,White Alone,Female,"New York County, New York",1685
Production occupations,2014,White Alone,Female,"Queens County, New York",6551
Production occupations,2014,White Alone,Female,"Richmond County, New York",897
Transportation occupations,2014,White Alone,Female,"Bronx County, New York",461
Transportation occupations,2014,White Alone,Female,"Kings County, New York",610
Transportation occupations,2014,White Alone,Female,"New York County, New York",537
Transportation occupations,2014,White Alone,Female,"Queens County, New York",2864
Transportation occupations,2014,White Alone,Female,"Richmond County, New York",558
Material moving occupations,2014,White Alone,Female,"Bronx County, New York",193
Material moving occupations,2014,White Alone,Female,"Kings County, New York",697
Material moving occupations,2014,White Alone,Female,"New York County, New York",471
Material moving occupations,2014,White Alone,Female,"Queens County, New York",695
Material moving occupations,2014,White Alone,Female,"Richmond County, New York",301
Management occupations,2015,White Alone,Male,"Bronx County, New York",5874
Management occupations,2015,White Alone,Male,"Kings County, New York",41236
Management occupations,2015,White Alone,Male,"New York County, New York",65043
Management occupations,2015,White Alone,Male,"Queens County, New York",28107
Management occupations,2015,White Alone,Male,"Richmond County, New York",9235
Business and financial operations occupations,2015,White Alone,Male,"Bronx County, New York",2525
Business and financial operations occupations,2015,White Alone,Male,"Kings County, New York",17978
Business and financial operations occupations,2015,White Alone,Male,"New York County, New York",35046
Business and financial operations occupations,2015,White Alone,Male,"Queens County, New York",12124
Business and financial operations occupations,2015,White Alone,Male,"Richmond County, New York",4102
Computer and mathematical occupations,2015,White Alone,Male,"Bronx County, New York",1637
Computer and mathematical occupations,2015,White Alone,Male,"Kings County, New York",14527
Computer and mathematical occupations,2015,White Alone,Male,"New York County, New York",16754
Computer and mathematical occupations,2015,White Alone,Male,"Queens County, New York",7323
Computer and mathematical occupations,2015,White Alone,Male,"Richmond County, New York",3523
Architecture and engineering occupations,2015,White Alone,Male,"Bronx County, New York",520
Architecture and engineering occupations,2015,White Alone,Male,"Kings County, New York",5061
Architecture and engineering occupations,2015,White Alone,Male,"New York County, New York",5364
Architecture and engineering occupations,2015,White Alone,Male,"Queens County, New York",3630
Architecture and engineering occupations,2015,White Alone,Male,"Richmond County, New York",2287
"Life, physical, and social science occupations",2015,White Alone,Male,"Bronx County, New York",342
"Life, physical, and social science occupations",2015,White Alone,Male,"Kings County, New York",2732
"Life, physical, and social science occupations",2015,White Alone,Male,"New York County, New York",5525
"Life, physical, and social science occupations",2015,White Alone,Male,"Queens County, New York",1353
"Life, physical, and social science occupations",2015,White Alone,Male,"Richmond County, New York",388
Community and social service occupations,2015,White Alone,Male,"Bronx County, New York",964
Community and social service occupations,2015,White Alone,Male,"Kings County, New York",2356
Community and social service occupations,2015,White Alone,Male,"New York County, New York",4646
Community and social service occupations,2015,White Alone,Male,"Queens County, New York",3031
Community and social service occupations,2015,White Alone,Male,"Richmond County, New York",439
Legal occupations,2015,White Alone,Male,"Bronx County, New York",409
Legal occupations,2015,White Alone,Male,"Kings County, New York",10761
Legal occupations,2015,White Alone,Male,"New York County, New York",15668
Legal occupations,2015,White Alone,Male,"Queens County, New York",4887
Legal occupations,2015,White Alone,Male,"Richmond County, New York",1766
"Education, training, and library occupations",2015,White Alone,Male,"Bronx County, New York",2603
"Education, training, and library occupations",2015,White Alone,Male,"Kings County, New York",16923
"Education, training, and library occupations",2015,White Alone,Male,"New York County, New York",14364
"Education, training, and library occupations",2015,White Alone,Male,"Queens County, New York",9794
"Education, training, and library occupations",2015,White Alone,Male,"Richmond County, New York",3279
"Arts, design, entertainment, sports, and media occupations",2015,White Alone,Male,"Bronx County, New York",2199
"Arts, design, entertainment, sports, and media occupations",2015,White Alone,Male,"Kings County, New York",29287
"Arts, design, entertainment, sports, and media occupations",2015,White Alone,Male,"New York County, New York",31341
"Arts, design, entertainment, sports, and media occupations",2015,White Alone,Male,"Queens County, New York",9581
"Arts, design, entertainment, sports, and media occupations",2015,White Alone,Male,"Richmond County, New York",1369
Health diagnosing and treating practitioners and other technical occupations,2015,White Alone,Male,"Bronx County, New York",1163
Health diagnosing and treating practitioners and other technical occupations,2015,White Alone,Male,"Kings County, New York",5740
Health diagnosing and treating practitioners and other technical occupations,2015,White Alone,Male,"New York County, New York",10432
