,Occupations,year,race,YearlyNumEmpbyRace
11595,"Farming, fishing, and forestry occupations",2016,Two or More Races,0.0
11600,Construction and extraction occupations,2016,Two or More Races,3425.0
11605,"Installation, maintenance, and repair occupations",2016,Two or More Races,2104.75
11610,Production occupations,2016,Two or More Races,3218.0
11615,Transportation occupations,2016,Two or More Races,6310.5
11620,Material moving occupations,2016,Two or More Races,1640.75
11750,Management occupations,2017,Two or More Races,11075.5
11755,Business and financial operations occupations,2017,Two or More Races,7946.75
11760,Computer and mathematical occupations,2017,Two or More Races,4048.25
11765,Architecture and engineering occupations,2017,Two or More Races,1963.75
11770,"Life, physical, and social science occupations",2017,Two or More Races,715.5
11775,Community and social service occupations,2017,Two or More Races,3218.5
11780,Legal occupations,2017,Two or More Races,2302.25
11785,"Education, training, and library occupations",2017,Two or More Races,8014.0
11790,"Arts, design, entertainment, sports, and media occupations",2017,Two or More Races,6845.5
11795,Health diagnosing and treating practitioners and other technical occupations,2017,Two or More Races,3448.0
11800,Health technologists and technicians,2017,Two or More Races,2023.0
11805,Healthcare support occupations,2017,Two or More Races,7855.5
11810,"Fire fighting and prevention, and other protective service workers including supervisors",2017,Two or More Races,3208.0
11815,Law enforcement workers including supervisors,2017,Two or More Races,990.75
11820,Food preparation and serving related occupations,2017,Two or More Races,8054.75
11825,Building and grounds cleaning and maintenance occupations,2017,Two or More Races,6383.5
11830,Personal care and service occupations,2017,Two or More Races,5064.75
11835,Sales and related occupations,2017,Two or More Races,11792.25
11840,Office and administrative support occupations,2017,Two or More Races,18483.0
11845,"Farming, fishing, and forestry occupations",2017,Two or More Races,169.0
11850,Construction and extraction occupations,2017,Two or More Races,3924.0
11855,"Installation, maintenance, and repair occupations",2017,Two or More Races,3896.75
11860,Production occupations,2017,Two or More Races,2461.0
11865,Transportation occupations,2017,Two or More Races,4719.5
11870,Material moving occupations,2017,Two or More Races,1494.75
12000,Management occupations,2018,Two or More Races,12732.0
12005,Business and financial operations occupations,2018,Two or More Races,10495.0
12010,Computer and mathematical occupations,2018,Two or More Races,4246.0
12015,Architecture and engineering occupations,2018,Two or More Races,1119.0
12020,"Life, physical, and social science occupations",2018,Two or More Races,1253.0
12025,Community and social service occupations,2018,Two or More Races,2447.0
12030,Legal occupations,2018,Two or More Races,2694.0
12035,"Education, training, and library occupations",2018,Two or More Races,10884.0
12040,"Arts, design, entertainment, sports, and media occupations",2018,Two or More Races,6704.0
12045,Health diagnosing and treating practitioners and other technical occupations,2018,Two or More Races,4228.0
12050,Health technologists and technicians,2018,Two or More Races,1523.0
12055,Healthcare support occupations,2018,Two or More Races,8768.0
12060,"Fire fighting and prevention, and other protective service workers including supervisors",2018,Two or More Races,2439.0
12065,Law enforcement workers including supervisors,2018,Two or More Races,1203.0
12070,Food preparation and serving related occupations,2018,Two or More Races,8020.0
12075,Building and grounds cleaning and maintenance occupations,2018,Two or More Races,7364.0
12080,Personal care and service occupations,2018,Two or More Races,5751.0
12085,Sales and related occupations,2018,Two or More Races,12040.0
12090,Office and administrative support occupations,2018,Two or More Races,16177.0
12095,"Farming, fishing, and forestry occupations",2018,Two or More Races,40.0
12100,Construction and extraction occupations,2018,Two or More Races,6067.0
12105,"Installation, maintenance, and repair occupations",2018,Two or More Races,1115.0
12110,Production occupations,2018,Two or More Races,2783.0
12115,Transportation occupations,2018,Two or More Races,5988.0
12120,Material moving occupations,2018,Two or More Races,3137.0
12250,Management occupations,2019,Two or More Races,14367.0
12255,Business and financial operations occupations,2019,Two or More Races,8344.0
12260,Computer and mathematical occupations,2019,Two or More Races,5216.0
12265,Architecture and engineering occupations,2019,Two or More Races,1908.0
12270,"Life, physical, and social science occupations",2019,Two or More Races,887.0
12275,Community and social service occupations,2019,Two or More Races,2686.0
12280,Legal occupations,2019,Two or More Races,2377.0
12285,"Education, training, and library occupations",2019,Two or More Races,9531.0
12290,"Arts, design, entertainment, sports, and media occupations",2019,Two or More Races,8691.0
12295,Health diagnosing and treating practitioners and other technical occupations,2019,Two or More Races,3580.0
12300,Health technologists and technicians,2019,Two or More Races,1986.0
12305,Healthcare support occupations,2019,Two or More Races,9307.0
12310,"Fire fighting and prevention, and other protective service workers including supervisors",2019,Two or More Races,2199.0
12315,Law enforcement workers including supervisors,2019,Two or More Races,453.0
12320,Food preparation and serving related occupations,2019,Two or More Races,9376.0
12325,Building and grounds cleaning and maintenance occupations,2019,Two or More Races,6421.0
12330,Personal care and service occupations,2019,Two or More Races,5577.0
12335,Sales and related occupations,2019,Two or More Races,11887.0
12340,Office and administrative support occupations,2019,Two or More Races,15096.0
12345,"Farming, fishing, and forestry occupations",2019,Two or More Races,170.0
12350,Construction and extraction occupations,2019,Two or More Races,3880.0
12355,"Installation, maintenance, and repair occupations",2019,Two or More Races,3639.0
12360,Production occupations,2019,Two or More Races,2598.0
12365,Transportation occupations,2019,Two or More Races,7787.0
12370,Material moving occupations,2019,Two or More Races,3285.0
12500,Management occupations,2010,White Alone,206346.0
12505,Business and financial operations occupations,2010,White Alone,124741.0
12510,Computer and mathematical occupations,2010,White Alone,47926.0
12515,Architecture and engineering occupations,2010,White Alone,19794.0
12520,"Life, physical, and social science occupations",2010,White Alone,19307.0
12525,Community and social service occupations,2010,White Alone,31787.0
12530,Legal occupations,2010,White Alone,57395.0
12535,"Education, training, and library occupations",2010,White Alone,148732.0
12540,"Arts, design, entertainment, sports, and media occupations",2010,White Alone,121319.0
12545,Health diagnosing and treating practitioners and other technical occupations,2010,White Alone,62998.0
12550,Health technologists and technicians,2010,White Alone,14998.0
12555,Healthcare support occupations,2010,White Alone,38618.0
12560,"Fire fighting and prevention, and other protective service workers including supervisors",2010,White Alone,23394.0
12565,Law enforcement workers including supervisors,2010,White Alone,14966.0
12570,Food preparation and serving related occupations,2010,White Alone,75870.0
12575,Building and grounds cleaning and maintenance occupations,2010,White Alone,64151.0
12580,Personal care and service occupations,2010,White Alone,58447.0
12585,Sales and related occupations,2010,White Alone,184037.0
12590,Office and administrative support occupations,2010,White Alone,219554.0
12595,"Farming, fishing, and forestry occupations",2010,White Alone,873.0
12600,Construction and extraction occupations,2010,White Alone,74526.0
12605,"Installation, maintenance, and repair occupations",2010,White Alone,28969.0
12610,Production occupations,2010,White Alone,47134.0
12615,Transportation occupations,2010,White Alone,50317.0
12620,Material moving occupations,2010,White Alone,21134.0
12750,Management occupations,2011,White Alone,201973.0
12755,Business and financial operations occupations,2011,White Alone,123478.0
12760,Computer and mathematical occupations,2011,White Alone,46212.0
12765,Architecture and engineering occupations,2011,White Alone,24009.0
12770,"Life, physical, and social science occupations",2011,White Alone,22233.0
12775,Community and social service occupations,2011,White Alone,24837.0
12780,Legal occupations,2011,White Alone,59826.0
12785,"Education, training, and library occupations",2011,White Alone,136727.0
12790,"Arts, design, entertainment, sports, and media occupations",2011,White Alone,132408.0
12795,Health diagnosing and treating practitioners and other technical occupations,2011,White Alone,61326.0
12800,Health technologists and technicians,2011,White Alone,13956.0
12805,Healthcare support occupations,2011,White Alone,42258.0
12810,"Fire fighting and prevention, and other protective service workers including supervisors",2011,White Alone,22596.0
12815,Law enforcement workers including supervisors,2011,White Alone,16236.0
12820,Food preparation and serving related occupations,2011,White Alone,86398.0
12825,Building and grounds cleaning and maintenance occupations,2011,White Alone,57252.0
12830,Personal care and service occupations,2011,White Alone,61383.0
12835,Sales and related occupations,2011,White Alone,195427.0
12840,Office and administrative support occupations,2011,White Alone,210735.0
12845,"Farming, fishing, and forestry occupations",2011,White Alone,1398.0
12850,Construction and extraction occupations,2011,White Alone,78493.0
12855,"Installation, maintenance, and repair occupations",2011,White Alone,28968.0
12860,Production occupations,2011,White Alone,44199.0
12865,Transportation occupations,2011,White Alone,45240.0
12870,Material moving occupations,2011,White Alone,18121.0
13000,Management occupations,2012,White Alone,223857.0
13005,Business and financial operations occupations,2012,White Alone,124420.0
13010,Computer and mathematical occupations,2012,White Alone,51578.0
13015,Architecture and engineering occupations,2012,White Alone,21380.0
13020,"Life, physical, and social science occupations",2012,White Alone,20644.0
13025,Community and social service occupations,2012,White Alone,28377.0
13030,Legal occupations,2012,White Alone,61344.0
13035,"Education, training, and library occupations",2012,White Alone,143397.0
13040,"Arts, design, entertainment, sports, and media occupations",2012,White Alone,135793.0
13045,Health diagnosing and treating practitioners and other technical occupations,2012,White Alone,68410.0
13050,Health technologists and technicians,2012,White Alone,17420.0
13055,Healthcare support occupations,2012,White Alone,40443.0
13060,"Fire fighting and prevention, and other protective service workers including supervisors",2012,White Alone,24937.0
13065,Law enforcement workers including supervisors,2012,White Alone,16079.0
13070,Food preparation and serving related occupations,2012,White Alone,84972.0
13075,Building and grounds cleaning and maintenance occupations,2012,White Alone,58642.0
13080,Personal care and service occupations,2012,White Alone,63808.0
13085,Sales and related occupations,2012,White Alone,194389.0
13090,Office and administrative support occupations,2012,White Alone,209107.0
13095,"Farming, fishing, and forestry occupations",2012,White Alone,1033.0
13100,Construction and extraction occupations,2012,White Alone,76211.0
13105,"Installation, maintenance, and repair occupations",2012,White Alone,29342.0
13110,Production occupations,2012,White Alone,42401.0
13115,Transportation occupations,2012,White Alone,50126.0
13120,Material moving occupations,2012,White Alone,20376.0
13250,Management occupations,2013,White Alone,236482.0
13255,Business and financial operations occupations,2013,White Alone,128825.0
13260,Computer and mathematical occupations,2013,White Alone,54251.0
13265,Architecture and engineering occupations,2013,White Alone,17206.0
13270,"Life, physical, and social science occupations",2013,White Alone,19151.0
13275,Community and social service occupations,2013,White Alone,33049.0
13280,Legal occupations,2013,White Alone,55956.0
13285,"Education, training, and library occupations",2013,White Alone,154934.0
13290,"Arts, design, entertainment, sports, and media occupations",2013,White Alone,145587.0
13295,Health diagnosing and treating practitioners and other technical occupations,2013,White Alone,70520.0
13300,Health technologists and technicians,2013,White Alone,14448.0
13305,Healthcare support occupations,2013,White Alone,43612.0
13310,"Fire fighting and prevention, and other protective service workers including supervisors",2013,White Alone,23396.0
13315,Law enforcement workers including supervisors,2013,White Alone,15754.0
13320,Food preparation and serving related occupations,2013,White Alone,80139.0
13325,Building and grounds cleaning and maintenance occupations,2013,White Alone,67194.0
13330,Personal care and service occupations,2013,White Alone,63949.0
13335,Sales and related occupations,2013,White Alone,188888.0
13340,Office and administrative support occupations,2013,White Alone,209637.0
13345,"Farming, fishing, and forestry occupations",2013,White Alone,1929.0
13350,Construction and extraction occupations,2013,White Alone,74185.0
13355,"Installation, maintenance, and repair occupations",2013,White Alone,30405.0
13360,Production occupations,2013,White Alone,37991.0
13365,Transportation occupations,2013,White Alone,52395.0
13370,Material moving occupations,2013,White Alone,19669.0
13500,Management occupations,2014,White Alone,249049.0
13505,Business and financial operations occupations,2014,White Alone,134951.0
13510,Computer and mathematical occupations,2014,White Alone,55823.0
13515,Architecture and engineering occupations,2014,White Alone,22580.0
13520,"Life, physical, and social science occupations",2014,White Alone,20463.0
13525,Community and social service occupations,2014,White Alone,29058.0
13530,Legal occupations,2014,White Alone,57603.0
13535,"Education, training, and library occupations",2014,White Alone,154897.0
13540,"Arts, design, entertainment, sports, and media occupations",2014,White Alone,130966.0
13545,Health diagnosing and treating practitioners and other technical occupations,2014,White Alone,71600.0
13550,Health technologists and technicians,2014,White Alone,16903.0
13555,Healthcare support occupations,2014,White Alone,35371.0
13560,"Fire fighting and prevention, and other protective service workers including supervisors",2014,White Alone,19696.0
13565,Law enforcement workers including supervisors,2014,White Alone,16122.0
13570,Food preparation and serving related occupations,2014,White Alone,79479.0
13575,Building and grounds cleaning and maintenance occupations,2014,White Alone,61536.0
13580,Personal care and service occupations,2014,White Alone,62279.0
13585,Sales and related occupations,2014,White Alone,192098.0
13590,Office and administrative support occupations,2014,White Alone,209618.0
13595,"Farming, fishing, and forestry occupations",2014,White Alone,1487.0
13600,Construction and extraction occupations,2014,White Alone,74931.0
13605,"Installation, maintenance, and repair occupations",2014,White Alone,27853.0
13610,Production occupations,2014,White Alone,37496.0
13615,Transportation occupations,2014,White Alone,56191.0
13620,Material moving occupations,2014,White Alone,21618.0
13750,Management occupations,2015,White Alone,261154.0
13755,Business and financial operations occupations,2015,White Alone,132795.0
13760,Computer and mathematical occupations,2015,White Alone,55517.0
13765,Architecture and engineering occupations,2015,White Alone,22170.0
13770,"Life, physical, and social science occupations",2015,White Alone,23466.0
13775,Community and social service occupations,2015,White Alone,30812.0
13780,Legal occupations,2015,White Alone,61484.0
13785,"Education, training, and library occupations",2015,White Alone,157760.0
13790,"Arts, design, entertainment, sports, and media occupations",2015,White Alone,141092.0
13795,Health diagnosing and treating practitioners and other technical occupations,2015,White Alone,69606.0
13800,Health technologists and technicians,2015,White Alone,20206.0
13805,Healthcare support occupations,2015,White Alone,40221.0
13810,"Fire fighting and prevention, and other protective service workers including supervisors",2015,White Alone,19927.0
13815,Law enforcement workers including supervisors,2015,White Alone,13874.0
13820,Food preparation and serving related occupations,2015,White Alone,90780.0
13825,Building and grounds cleaning and maintenance occupations,2015,White Alone,54998.0
13830,Personal care and service occupations,2015,White Alone,63432.0
13835,Sales and related occupations,2015,White Alone,184279.0
13840,Office and administrative support occupations,2015,White Alone,206023.0
13845,"Farming, fishing, and forestry occupations",2015,White Alone,1503.0
13850,Construction and extraction occupations,2015,White Alone,72235.0
13855,"Installation, maintenance, and repair occupations",2015,White Alone,32382.0
13860,Production occupations,2015,White Alone,39970.0
13865,Transportation occupations,2015,White Alone,57102.0
13870,Material moving occupations,2015,White Alone,16428.0
14000,Management occupations,2016,White Alone,270037.0
14005,Business and financial operations occupations,2016,White Alone,134560.0
14010,Computer and mathematical occupations,2016,White Alone,61760.0
14015,Architecture and engineering occupations,2016,White Alone,25170.0
14020,"Life, physical, and social science occupations",2016,White Alone,23424.0
14025,Community and social service occupations,2016,White Alone,33028.0
14030,Legal occupations,2016,White Alone,60883.0
14035,"Education, training, and library occupations",2016,White Alone,143773.0
14040,"Arts, design, entertainment, sports, and media occupations",2016,White Alone,142676.0
14045,Health diagnosing and treating practitioners and other technical occupations,2016,White Alone,72315.0
14050,Health technologists and technicians,2016,White Alone,16315.0
14055,Healthcare support occupations,2016,White Alone,43779.0
14060,"Fire fighting and prevention, and other protective service workers including supervisors",2016,White Alone,21067.0
14065,Law enforcement workers including supervisors,2016,White Alone,15691.0
14070,Food preparation and serving related occupations,2016,White Alone,87039.0
14075,Building and grounds cleaning and maintenance occupations,2016,White Alone,59415.0
14080,Personal care and service occupations,2016,White Alone,66036.0
14085,Sales and related occupations,2016,White Alone,193316.0
14090,Office and administrative support occupations,2016,White Alone,198246.0
14095,"Farming, fishing, and forestry occupations",2016,White Alone,1206.0
14100,Construction and extraction occupations,2016,White Alone,73835.0
14105,"Installation, maintenance, and repair occupations",2016,White Alone,27040.0
14110,Production occupations,2016,White Alone,33810.0
14115,Transportation occupations,2016,White Alone,55783.0
14120,Material moving occupations,2016,White Alone,16696.0
14250,Management occupations,2017,White Alone,267938.0
14255,Business and financial operations occupations,2017,White Alone,145257.0
14260,Computer and mathematical occupations,2017,White Alone,61761.0
14265,Architecture and engineering occupations,2017,White Alone,24284.0
14270,"Life, physical, and social science occupations",2017,White Alone,21739.0
14275,Community and social service occupations,2017,White Alone,35471.0
14280,Legal occupations,2017,White Alone,60652.0
14285,"Education, training, and library occupations",2017,White Alone,146291.0
14290,"Arts, design, entertainment, sports, and media occupations",2017,White Alone,152113.0
14295,Health diagnosing and treating practitioners and other technical occupations,2017,White Alone,75665.0
14300,Health technologists and technicians,2017,White Alone,21178.0
14305,Healthcare support occupations,2017,White Alone,40816.0
14310,"Fire fighting and prevention, and other protective service workers including supervisors",2017,White Alone,18372.0
14315,Law enforcement workers including supervisors,2017,White Alone,16164.0
14320,Food preparation and serving related occupations,2017,White Alone,79263.0
14325,Building and grounds cleaning and maintenance occupations,2017,White Alone,54329.0
14330,Personal care and service occupations,2017,White Alone,69666.0
14335,Sales and related occupations,2017,White Alone,172251.0
14340,Office and administrative support occupations,2017,White Alone,200280.0
14345,"Farming, fishing, and forestry occupations",2017,White Alone,1184.0
14350,Construction and extraction occupations,2017,White Alone,70661.0
14355,"Installation, maintenance, and repair occupations",2017,White Alone,29260.0
14360,Production occupations,2017,White Alone,35636.0
14365,Transportation occupations,2017,White Alone,54244.0
14370,Material moving occupations,2017,White Alone,22867.0
14500,Management occupations,2018,White Alone,249411.0
14505,Business and financial operations occupations,2018,White Alone,148626.0
14510,Computer and mathematical occupations,2018,White Alone,73097.0
14515,Architecture and engineering occupations,2018,White Alone,22845.0
14520,"Life, physical, and social science occupations",2018,White Alone,24055.0
14525,Community and social service occupations,2018,White Alone,30928.0
14530,Legal occupations,2018,White Alone,56482.0
14535,"Education, training, and library occupations",2018,White Alone,152409.0
14540,"Arts, design, entertainment, sports, and media occupations",2018,White Alone,145104.0
14545,Health diagnosing and treating practitioners and other technical occupations,2018,White Alone,71569.0
14550,Health technologists and technicians,2018,White Alone,18832.0
14555,Healthcare support occupations,2018,White Alone,51602.0
14560,"Fire fighting and prevention, and other protective service workers including supervisors",2018,White Alone,22161.0
14565,Law enforcement workers including supervisors,2018,White Alone,14175.0
14570,Food preparation and serving related occupations,2018,White Alone,76996.0
14575,Building and grounds cleaning and maintenance occupations,2018,White Alone,53613.0
14580,Personal care and service occupations,2018,White Alone,60362.0
14585,Sales and related occupations,2018,White Alone,168312.0
14590,Office and administrative support occupations,2018,White Alone,194455.0
14595,"Farming, fishing, and forestry occupations",2018,White Alone,652.0
14600,Construction and extraction occupations,2018,White Alone,67644.0
14605,"Installation, maintenance, and repair occupations",2018,White Alone,22031.0
14610,Production occupations,2018,White Alone,35843.0
14615,Transportation occupations,2018,White Alone,54908.0
14620,Material moving occupations,2018,White Alone,25452.0
14750,Management occupations,2019,White Alone,270195.0
14755,Business and financial operations occupations,2019,White Alone,155812.0
14760,Computer and mathematical occupations,2019,White Alone,70972.0
14765,Architecture and engineering occupations,2019,White Alone,25650.0
14770,"Life, physical, and social science occupations",2019,White Alone,24126.0
14775,Community and social service occupations,2019,White Alone,31538.0
14780,Legal occupations,2019,White Alone,59862.0
14785,"Education, training, and library occupations",2019,White Alone,157306.0
14790,"Arts, design, entertainment, sports, and media occupations",2019,White Alone,140897.0
14795,Health diagnosing and treating practitioners and other technical occupations,2019,White Alone,75289.0
14800,Health technologists and technicians,2019,White Alone,17948.0
14805,Healthcare support occupations,2019,White Alone,48454.0
14810,"Fire fighting and prevention, and other protective service workers including supervisors",2019,White Alone,24480.0
14815,Law enforcement workers including supervisors,2019,White Alone,15086.0
14820,Food preparation and serving related occupations,2019,White Alone,77421.0
14825,Building and grounds cleaning and maintenance occupations,2019,White Alone,49298.0
14830,Personal care and service occupations,2019,White Alone,56176.0
14835,Sales and related occupations,2019,White Alone,172454.0
14840,Office and administrative support occupations,2019,White Alone,166375.0
14845,"Farming, fishing, and forestry occupations",2019,White Alone,789.0
14850,Construction and extraction occupations,2019,White Alone,70820.0
14855,"Installation, maintenance, and repair occupations",2019,White Alone,26158.0
14860,Production occupations,2019,White Alone,30368.0
14865,Transportation occupations,2019,White Alone,49037.0
14870,Material moving occupations,2019,White Alone,25533.0
15000,Management occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,182493.0
15005,Business and financial operations occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,111168.0
15010,Computer and mathematical occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,43407.0
15015,Architecture and engineering occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,17510.0
15020,"Life, physical, and social science occupations",2010,WHITE ALONE NOT HISPANIC OR LATINO,18043.0
15025,Community and social service occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,25925.0
15030,Legal occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,54369.0
15035,"Education, training, and library occupations",2010,WHITE ALONE NOT HISPANIC OR LATINO,130955.0
15040,"Arts, design, entertainment, sports, and media occupations",2010,WHITE ALONE NOT HISPANIC OR LATINO,114449.0
15045,Health diagnosing and treating practitioners and other technical occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,56182.0
15050,Health technologists and technicians,2010,WHITE ALONE NOT HISPANIC OR LATINO,11512.0
15055,Healthcare support occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,21711.0
15060,"Fire fighting and prevention, and other protective service workers including supervisors",2010,WHITE ALONE NOT HISPANIC OR LATINO,16227.0
15065,Law enforcement workers including supervisors,2010,WHITE ALONE NOT HISPANIC OR LATINO,11339.0
15070,Food preparation and serving related occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,43946.0
15075,Building and grounds cleaning and maintenance occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,29017.0
15080,Personal care and service occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,35395.0
15085,Sales and related occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,145619.0
15090,Office and administrative support occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,164551.0
15095,"Farming, fishing, and forestry occupations",2010,WHITE ALONE NOT HISPANIC OR LATINO,819.0
15100,Construction and extraction occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,44454.0
15105,"Installation, maintenance, and repair occupations",2010,WHITE ALONE NOT HISPANIC OR LATINO,19991.0
15110,Production occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,26206.0
15115,Transportation occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,29433.0
15120,Material moving occupations,2010,WHITE ALONE NOT HISPANIC OR LATINO,11263.0
15250,Management occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,179645.0
15255,Business and financial operations occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,114688.0
15260,Computer and mathematical occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,42193.0
15265,Architecture and engineering occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,21273.0
15270,"Life, physical, and social science occupations",2011,WHITE ALONE NOT HISPANIC OR LATINO,20306.0
15275,Community and social service occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,20372.0
15280,Legal occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,55379.0
15285,"Education, training, and library occupations",2011,WHITE ALONE NOT HISPANIC OR LATINO,122271.0
15290,"Arts, design, entertainment, sports, and media occupations",2011,WHITE ALONE NOT HISPANIC OR LATINO,119775.0
15295,Health diagnosing and treating practitioners and other technical occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,55736.0
15300,Health technologists and technicians,2011,WHITE ALONE NOT HISPANIC OR LATINO,10205.0
15305,Healthcare support occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,27200.0
15310,"Fire fighting and prevention, and other protective service workers including supervisors",2011,WHITE ALONE NOT HISPANIC OR LATINO,15619.0
15315,Law enforcement workers including supervisors,2011,WHITE ALONE NOT HISPANIC OR LATINO,11912.0
15320,Food preparation and serving related occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,48576.0
15325,Building and grounds cleaning and maintenance occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,23827.0
15330,Personal care and service occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,43850.0
15335,Sales and related occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,157283.0
15340,Office and administrative support occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,161044.0
15345,"Farming, fishing, and forestry occupations",2011,WHITE ALONE NOT HISPANIC OR LATINO,662.0
15350,Construction and extraction occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,47872.0
15355,"Installation, maintenance, and repair occupations",2011,WHITE ALONE NOT HISPANIC OR LATINO,20324.0
15360,Production occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,24150.0
15365,Transportation occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,27095.0
15370,Material moving occupations,2011,WHITE ALONE NOT HISPANIC OR LATINO,10028.0
15500,Management occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,197275.0
15505,Business and financial operations occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,113633.0
15510,Computer and mathematical occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,46180.0
15515,Architecture and engineering occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,18766.0
15520,"Life, physical, and social science occupations",2012,WHITE ALONE NOT HISPANIC OR LATINO,18996.0
15525,Community and social service occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,23308.0
15530,Legal occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,56214.0
15535,"Education, training, and library occupations",2012,WHITE ALONE NOT HISPANIC OR LATINO,124820.0
15540,"Arts, design, entertainment, sports, and media occupations",2012,WHITE ALONE NOT HISPANIC OR LATINO,125106.0
15545,Health diagnosing and treating practitioners and other technical occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,61133.0
15550,Health technologists and technicians,2012,WHITE ALONE NOT HISPANIC OR LATINO,13405.0
15555,Healthcare support occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,25183.0
15560,"Fire fighting and prevention, and other protective service workers including supervisors",2012,WHITE ALONE NOT HISPANIC OR LATINO,16661.0
15565,Law enforcement workers including supervisors,2012,WHITE ALONE NOT HISPANIC OR LATINO,11797.0
15570,Food preparation and serving related occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,47140.0
15575,Building and grounds cleaning and maintenance occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,25076.0
15580,Personal care and service occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,42796.0
15585,Sales and related occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,159083.0
15590,Office and administrative support occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,160180.0
15595,"Farming, fishing, and forestry occupations",2012,WHITE ALONE NOT HISPANIC OR LATINO,504.0
15600,Construction and extraction occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,47299.0
15605,"Installation, maintenance, and repair occupations",2012,WHITE ALONE NOT HISPANIC OR LATINO,21224.0
15610,Production occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,24365.0
15615,Transportation occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,28875.0
15620,Material moving occupations,2012,WHITE ALONE NOT HISPANIC OR LATINO,10097.0
15750,Management occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,210998.0
15755,Business and financial operations occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,115847.0
15760,Computer and mathematical occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,49774.0
15765,Architecture and engineering occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,14773.0
15770,"Life, physical, and social science occupations",2013,WHITE ALONE NOT HISPANIC OR LATINO,16825.0
15775,Community and social service occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,27514.0
15780,Legal occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,51765.0
15785,"Education, training, and library occupations",2013,WHITE ALONE NOT HISPANIC OR LATINO,133461.0
15790,"Arts, design, entertainment, sports, and media occupations",2013,WHITE ALONE NOT HISPANIC OR LATINO,132850.0
15795,Health diagnosing and treating practitioners and other technical occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,63601.0
15800,Health technologists and technicians,2013,WHITE ALONE NOT HISPANIC OR LATINO,10186.0
15805,Healthcare support occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,25616.0
15810,"Fire fighting and prevention, and other protective service workers including supervisors",2013,WHITE ALONE NOT HISPANIC OR LATINO,15858.0
15815,Law enforcement workers including supervisors,2013,WHITE ALONE NOT HISPANIC OR LATINO,10428.0
15820,Food preparation and serving related occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,46664.0
15825,Building and grounds cleaning and maintenance occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,28347.0
