,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
3815,Healthcare support occupations_Male,369.0,2669,1040.0,1385,543.0,White Alone,2012
3816,Protective service occupations:_Male,3196.0,7290,3562.0,11741,8004.0,White Alone,2012
3817,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2149.0,4411,2528.0,6688,4474.0,White Alone,2012
3818,Law enforcement workers including supervisors_Male,1047.0,2879,1034.0,5053,3530.0,White Alone,2012
3819,Food preparation and serving related occupations_Male,4614.0,14892,9843.0,21958,2634.0,White Alone,2012
3820,Building and grounds cleaning and maintenance occupations_Male,3242.0,9665,2738.0,11854,3180.0,White Alone,2012
3821,Personal care and service occupations_Male,1244.0,6017,5539.0,7004,1146.0,White Alone,2012
3822,Sales and office occupations:_Male,10183.0,54036,54755.0,41759,15055.0,White Alone,2012
3823,Sales and related occupations_Male,5148.0,32811,41416.0,22839,8296.0,White Alone,2012
3824,Office and administrative support occupations_Male,5035.0,21225,13339.0,18920,6759.0,White Alone,2012
3825,"Natural resources, construction, and maintenance occupations:_Male",9285.0,30818,7306.0,40536,14875.0,White Alone,2012
3826,"Farming, fishing, and forestry occupations_Male",529.0,92,83.0,87,0.0,White Alone,2012
3827,Construction and extraction occupations_Male,6070.0,22893,4900.0,30852,9356.0,White Alone,2012
3828,"Installation, maintenance, and repair occupations_Male",2686.0,7833,2323.0,9597,5519.0,White Alone,2012
3829,"Production, transportation, and material moving occupations:_Male",9673.0,26623,9106.0,35788,10565.0,White Alone,2012
3830,Production occupations_Male,3021.0,9503,3755.0,11356,2562.0,White Alone,2012
3831,Transportation occupations_Male,4583.0,12776,4237.0,18068,5218.0,White Alone,2012
3832,Material moving occupations_Male,2069.0,4344,1114.0,6364,2785.0,White Alone,2012
3833,Female:_Female,54941.0,244090,271920.0,205134,72571.0,White Alone,2012
3834,"Management, business, science, and arts occupations:_Female",21938.0,125309,190596.0,81398,33281.0,White Alone,2012
3835,"Management, business, and financial occupations:_Female",6621.0,38235,75978.0,26653,8391.0,White Alone,2012
3836,Management occupations_Female,4825.0,25409,44885.0,16788,5559.0,White Alone,2012
3837,Business and financial operations occupations_Female,1796.0,12826,31093.0,9865,2832.0,White Alone,2012
3838,"Computer, engineering, and science occupations:_Female",1032.0,8275,13993.0,4734,2440.0,White Alone,2012
3839,Computer and mathematical occupations_Female,459.0,4036,7011.0,2485,1550.0,White Alone,2012
3840,Architecture and engineering occupations_Female,71.0,1422,1169.0,1031,178.0,White Alone,2012
3841,"Life, physical, and social science occupations_Female",502.0,2817,5813.0,1218,712.0,White Alone,2012
3842,"Education, legal, community service, arts, and media occupations:_Female",10549.0,64335,80489.0,35844,15923.0,White Alone,2012
3843,Community and social service occupations_Female,1684.0,7648,5226.0,4119,1353.0,White Alone,2012
3844,Legal occupations_Female,742.0,6893,17254.0,3568,1704.0,White Alone,2012
3845,"Education, training, and library occupations_Female",6226.0,29860,23623.0,22280,12119.0,White Alone,2012
3846,"Arts, design, entertainment, sports, and media occupations_Female",1897.0,19934,34386.0,5877,747.0,White Alone,2012
3847,Healthcare practitioners and technical occupations:_Female,3736.0,14464,20136.0,14167,6527.0,White Alone,2012
3848,Health diagnosing and treating practitioners and other technical occupations_Female,2656.0,11861,16979.0,11262,4361.0,White Alone,2012
3849,Health technologists and technicians_Female,1080.0,2603,3157.0,2905,2166.0,White Alone,2012
3850,Service occupations:_Female,13262.0,45375,21799.0,51364,11712.0,White Alone,2012
3851,Healthcare support occupations_Female,3014.0,14046,4116.0,9894,3367.0,White Alone,2012
3852,Protective service occupations:_Female,1178.0,1931,1435.0,1741,938.0,White Alone,2012
3853,"Fire fighting and prevention, and other protective service workers including supervisors_Female",763.0,1368,1077.0,1016,463.0,White Alone,2012
3854,Law enforcement workers including supervisors_Female,415.0,563,358.0,725,475.0,White Alone,2012
3855,Food preparation and serving related occupations_Female,2399.0,8909,5957.0,11872,1894.0,White Alone,2012
3856,Building and grounds cleaning and maintenance occupations_Female,2708.0,8349,2067.0,13708,1131.0,White Alone,2012
3857,Personal care and service occupations_Female,3963.0,12140,8224.0,14149,4382.0,White Alone,2012
3858,Sales and office occupations:_Female,17129.0,65667,55881.0,63030,26001.0,White Alone,2012
3859,Sales and related occupations_Female,4922.0,22622,29886.0,18666,7783.0,White Alone,2012
3860,Office and administrative support occupations_Female,12207.0,43045,25995.0,44364,18218.0,White Alone,2012
3861,"Natural resources, construction, and maintenance occupations:_Female",246.0,1339,408.0,1477,296.0,White Alone,2012
3862,"Farming, fishing, and forestry occupations_Female",0.0,126,116.0,0,0.0,White Alone,2012
3863,Construction and extraction occupations_Female,112.0,923,169.0,793,143.0,White Alone,2012
3864,"Installation, maintenance, and repair occupations_Female",134.0,290,123.0,684,153.0,White Alone,2012
3865,"Production, transportation, and material moving occupations:_Female",2366.0,6400,3236.0,7865,1281.0,White Alone,2012
3866,Production occupations_Female,1371.0,3784,1789.0,4630,630.0,White Alone,2012
3867,Transportation occupations_Female,759.0,1379,1239.0,1294,573.0,White Alone,2012
3868,Material moving occupations_Female,236.0,1237,208.0,1941,78.0,White Alone,2012
3869,Total:,110845.0,527943,563059.0,473059,164646.0,White Alone,2013
3870,Male:,56549.0,279105,288983.0,259336,88358.0,White Alone,2013
3871,"Management, business, science, and arts occupations:_Male",14795.0,134970,200634.0,81371,30717.0,White Alone,2013
3872,"Management, business, and financial occupations:_Male",5288.0,49242,97190.0,34167,17345.0,White Alone,2013
3873,Management occupations_Male,4063.0,33921,65189.0,23032,11558.0,White Alone,2013
3874,Business and financial operations occupations_Male,1225.0,15321,32001.0,11135,5787.0,White Alone,2013
3875,"Computer, engineering, and science occupations:_Male",1918.0,21560,23533.0,11119,4511.0,White Alone,2013
3876,Computer and mathematical occupations_Male,1390.0,13833,15952.0,6803,2959.0,White Alone,2013
3877,Architecture and engineering occupations_Male,141.0,5478,3727.0,2843,1433.0,White Alone,2013
3878,"Life, physical, and social science occupations_Male",387.0,2249,3854.0,1473,119.0,White Alone,2013
3879,"Education, legal, community service, arts, and media occupations:_Male",5782.0,56981,69165.0,30963,6967.0,White Alone,2013
3880,Community and social service occupations_Male,765.0,4029,1594.0,2720,549.0,White Alone,2013
3881,Legal occupations_Male,785.0,7480,15728.0,4872,1123.0,White Alone,2013
3882,"Education, training, and library occupations_Male",1754.0,18316,17700.0,10270,3135.0,White Alone,2013
3883,"Arts, design, entertainment, sports, and media occupations_Male",2478.0,27156,34143.0,13101,2160.0,White Alone,2013
3884,Healthcare practitioners and technical occupations:_Male,1807.0,7187,10746.0,5122,1894.0,White Alone,2013
3885,Health diagnosing and treating practitioners and other technical occupations_Male,1120.0,5164,10160.0,4331,1458.0,White Alone,2013
3886,Health technologists and technicians_Male,687.0,2023,586.0,791,436.0,White Alone,2013
3887,Service occupations:_Male,14741.0,36757,23184.0,55934,17025.0,White Alone,2013
3888,Healthcare support occupations_Male,369.0,2089,1200.0,1472,413.0,White Alone,2013
3889,Protective service occupations:_Male,3807.0,5928,1956.0,10879,8499.0,White Alone,2013
3890,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2382.0,3864,1672.0,6459,4435.0,White Alone,2013
3891,Law enforcement workers including supervisors_Male,1425.0,2064,284.0,4420,4064.0,White Alone,2013
3892,Food preparation and serving related occupations_Male,3474.0,14031,9537.0,22697,2584.0,White Alone,2013
3893,Building and grounds cleaning and maintenance occupations_Male,4803.0,8638,4783.0,12719,3868.0,White Alone,2013
3894,Personal care and service occupations_Male,2288.0,6071,5708.0,8167,1661.0,White Alone,2013
3895,Sales and office occupations:_Male,11886.0,50716,49419.0,41762,15567.0,White Alone,2013
3896,Sales and related occupations_Male,4952.0,31279,37088.0,23212,8242.0,White Alone,2013
3897,Office and administrative support occupations_Male,6934.0,19437,12331.0,18550,7325.0,White Alone,2013
3898,"Natural resources, construction, and maintenance occupations:_Male",7344.0,29512,6729.0,43955,14162.0,White Alone,2013
3899,"Farming, fishing, and forestry occupations_Male",60.0,283,0.0,907,0.0,White Alone,2013
3900,Construction and extraction occupations_Male,5180.0,21336,4168.0,30774,10293.0,White Alone,2013
3901,"Installation, maintenance, and repair occupations_Male",2104.0,7893,2561.0,12274,3869.0,White Alone,2013
3902,"Production, transportation, and material moving occupations:_Male",7783.0,27150,9017.0,36314,10887.0,White Alone,2013
3903,Production occupations_Male,2228.0,8371,2581.0,10853,2549.0,White Alone,2013
3904,Transportation occupations_Male,3782.0,15071,4100.0,18533,6526.0,White Alone,2013
3905,Material moving occupations_Male,1773.0,3708,2336.0,6928,1812.0,White Alone,2013
3906,Female:_Female,54296.0,248838,274076.0,213723,76288.0,White Alone,2013
3907,"Management, business, science, and arts occupations:_Female",21974.0,133714,187841.0,89246,35147.0,White Alone,2013
3908,"Management, business, and financial occupations:_Female",5798.0,38181,75831.0,32578,9687.0,White Alone,2013
3909,Management occupations_Female,4039.0,24879,44942.0,18797,6062.0,White Alone,2013
3910,Business and financial operations occupations_Female,1759.0,13302,30889.0,13781,3625.0,White Alone,2013
3911,"Computer, engineering, and science occupations:_Female",1275.0,8886,12589.0,3862,1355.0,White Alone,2013
3912,Computer and mathematical occupations_Female,544.0,4396,5746.0,1571,1057.0,White Alone,2013
3913,Architecture and engineering occupations_Female,122.0,1676,1074.0,620,92.0,White Alone,2013
3914,"Life, physical, and social science occupations_Female",609.0,2814,5769.0,1671,206.0,White Alone,2013
3915,"Education, legal, community service, arts, and media occupations:_Female",10322.0,71167,82090.0,39287,16802.0,White Alone,2013
3916,Community and social service occupations_Female,1761.0,7013,7779.0,5002,1837.0,White Alone,2013
3917,Legal occupations_Female,895.0,6910,12789.0,3222,2152.0,White Alone,2013
3918,"Education, training, and library occupations_Female",6498.0,33780,29204.0,23132,11145.0,White Alone,2013
3919,"Arts, design, entertainment, sports, and media occupations_Female",1168.0,23464,32318.0,7931,1668.0,White Alone,2013
3920,Healthcare practitioners and technical occupations:_Female,4579.0,15480,17331.0,13519,7303.0,White Alone,2013
3921,Health diagnosing and treating practitioners and other technical occupations_Female,3840.0,11972,16264.0,10187,6024.0,White Alone,2013
3922,Health technologists and technicians_Female,739.0,3508,1067.0,3332,1279.0,White Alone,2013
3923,Service occupations:_Female,11497.0,43900,24988.0,52241,13777.0,White Alone,2013
3924,Healthcare support occupations_Female,3499.0,16025,3403.0,11113,4029.0,White Alone,2013
3925,Protective service occupations:_Female,444.0,2417,1294.0,2557,1369.0,White Alone,2013
3926,"Fire fighting and prevention, and other protective service workers including supervisors_Female",353.0,1520,883.0,1514,314.0,White Alone,2013
3927,Law enforcement workers including supervisors_Female,91.0,897,411.0,1043,1055.0,White Alone,2013
3928,Food preparation and serving related occupations_Female,2107.0,8196,5876.0,9589,2048.0,White Alone,2013
3929,Building and grounds cleaning and maintenance occupations_Female,3016.0,6049,3616.0,17141,2561.0,White Alone,2013
3930,Personal care and service occupations_Female,2431.0,11213,10799.0,11841,3770.0,White Alone,2013
3931,Sales and office occupations:_Female,17884.0,64218,58774.0,63283,25016.0,White Alone,2013
3932,Sales and related occupations_Female,5274.0,20013,32215.0,19171,7442.0,White Alone,2013
3933,Office and administrative support occupations_Female,12610.0,44205,26559.0,44112,17574.0,White Alone,2013
3934,"Natural resources, construction, and maintenance occupations:_Female",376.0,1342,361.0,2247,491.0,White Alone,2013
3935,"Farming, fishing, and forestry occupations_Female",0.0,85,0.0,594,0.0,White Alone,2013
3936,Construction and extraction occupations_Female,179.0,873,272.0,834,276.0,White Alone,2013
3937,"Installation, maintenance, and repair occupations_Female",197.0,384,89.0,819,215.0,White Alone,2013
3938,"Production, transportation, and material moving occupations:_Female",2565.0,5664,2112.0,6706,1857.0,White Alone,2013
3939,Production occupations_Female,1297.0,3838,1124.0,4490,660.0,White Alone,2013
3940,Transportation occupations_Female,502.0,682,622.0,1499,1078.0,White Alone,2013
3941,Material moving occupations_Female,766.0,1144,366.0,717,119.0,White Alone,2013
3942,Total:,114264.0,539429,558430.0,467477,160068.0,White Alone,2014
3943,Male:,62759.0,286340,283422.0,255563,83540.0,White Alone,2014
3944,"Management, business, science, and arts occupations:_Male",18962.0,139861,197464.0,83710,27367.0,White Alone,2014
3945,"Management, business, and financial occupations:_Male",8578.0,57694,100222.0,36739,12261.0,White Alone,2014
3946,Management occupations_Male,6081.0,40312,64085.0,26926,7453.0,White Alone,2014
3947,Business and financial operations occupations_Male,2497.0,17382,36137.0,9813,4808.0,White Alone,2014
3948,"Computer, engineering, and science occupations:_Male",2390.0,21921,23485.0,14461,4630.0,White Alone,2014
3949,Computer and mathematical occupations_Male,1183.0,14850,14097.0,9198,2130.0,White Alone,2014
3950,Architecture and engineering occupations_Male,799.0,5198,4819.0,4117,2015.0,White Alone,2014
3951,"Life, physical, and social science occupations_Male",408.0,1873,4569.0,1146,485.0,White Alone,2014
3952,"Education, legal, community service, arts, and media occupations:_Male",6079.0,52099,62922.0,27607,6405.0,White Alone,2014
3953,Community and social service occupations_Male,801.0,3956,1969.0,2444,664.0,White Alone,2014
3954,Legal occupations_Male,970.0,6004,18737.0,4852,398.0,White Alone,2014
3955,"Education, training, and library occupations_Male",2414.0,15047,15742.0,11098,2658.0,White Alone,2014
3956,"Arts, design, entertainment, sports, and media occupations_Male",1894.0,27092,26474.0,9213,2685.0,White Alone,2014
3957,Healthcare practitioners and technical occupations:_Male,1915.0,8147,10835.0,4903,4071.0,White Alone,2014
3958,Health diagnosing and treating practitioners and other technical occupations_Male,1186.0,6270,10200.0,3337,2942.0,White Alone,2014
3959,Health technologists and technicians_Male,729.0,1877,635.0,1566,1129.0,White Alone,2014
3960,Service occupations:_Male,14679.0,36897,18743.0,49671,14833.0,White Alone,2014
3961,Healthcare support occupations_Male,432.0,1556,670.0,1132,418.0,White Alone,2014
3962,Protective service occupations:_Male,3539.0,7235,3016.0,9994,6895.0,White Alone,2014
3963,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2068.0,4416,2075.0,4994,3318.0,White Alone,2014
3964,Law enforcement workers including supervisors_Male,1471.0,2819,941.0,5000,3577.0,White Alone,2014
3965,Food preparation and serving related occupations_Male,5915.0,15025,6781.0,19345,3017.0,White Alone,2014
3966,Building and grounds cleaning and maintenance occupations_Male,3606.0,7462,3420.0,12342,3423.0,White Alone,2014
3967,Personal care and service occupations_Male,1187.0,5619,4856.0,6858,1080.0,White Alone,2014
3968,Sales and office occupations:_Male,10931.0,54709,52423.0,42026,15378.0,White Alone,2014
3969,Sales and related occupations_Male,6306.0,33611,38549.0,21499,8679.0,White Alone,2014
3970,Office and administrative support occupations_Male,4625.0,21098,13874.0,20527,6699.0,White Alone,2014
3971,"Natural resources, construction, and maintenance occupations:_Male",8257.0,28668,7678.0,40835,15164.0,White Alone,2014
3972,"Farming, fishing, and forestry occupations_Male",0.0,933,67.0,154,63.0,White Alone,2014
3973,Construction and extraction occupations_Male,5904.0,20971,4258.0,30718,11028.0,White Alone,2014
3974,"Installation, maintenance, and repair occupations_Male",2353.0,6764,3353.0,9963,4073.0,White Alone,2014
3975,"Production, transportation, and material moving occupations:_Male",9930.0,26205,7114.0,39321,10798.0,White Alone,2014
3976,Production occupations_Male,1957.0,7664,1193.0,9775,2357.0,White Alone,2014
3977,Transportation occupations_Male,6681.0,12338,3564.0,22595,5983.0,White Alone,2014
3978,Material moving occupations_Male,1292.0,6203,2357.0,6951,2458.0,White Alone,2014
3979,Female:_Female,51505.0,253089,275008.0,211914,76528.0,White Alone,2014
3980,"Management, business, science, and arts occupations:_Female",20736.0,140453,190829.0,85224,39287.0,White Alone,2014
3981,"Management, business, and financial occupations:_Female",7160.0,43249,79844.0,29303,8950.0,White Alone,2014
3982,Management occupations_Female,4983.0,28389,46306.0,19041,5473.0,White Alone,2014
3983,Business and financial operations occupations_Female,2177.0,14860,33538.0,10262,3477.0,White Alone,2014
3984,"Computer, engineering, and science occupations:_Female",1312.0,10056,14426.0,5160,1025.0,White Alone,2014
3985,Computer and mathematical occupations_Female,911.0,4623,5606.0,2697,528.0,White Alone,2014
3986,Architecture and engineering occupations_Female,155.0,2820,1867.0,607,183.0,White Alone,2014
3987,"Life, physical, and social science occupations_Female",246.0,2613,6953.0,1856,314.0,White Alone,2014
3988,"Education, legal, community service, arts, and media occupations:_Female",9686.0,71878,77358.0,38918,19572.0,White Alone,2014
3989,Community and social service occupations_Female,1354.0,6428,5172.0,3859,2411.0,White Alone,2014
3990,Legal occupations_Female,1048.0,6203,14531.0,3791,1069.0,White Alone,2014
3991,"Education, training, and library occupations_Female",6262.0,35631,27334.0,24301,14410.0,White Alone,2014
3992,"Arts, design, entertainment, sports, and media occupations_Female",1022.0,23616,30321.0,6967,1682.0,White Alone,2014
3993,Healthcare practitioners and technical occupations:_Female,2578.0,15270,19201.0,11843,9740.0,White Alone,2014
3994,Health diagnosing and treating practitioners and other technical occupations_Female,1469.0,12263,17627.0,8746,7560.0,White Alone,2014
3995,Health technologists and technicians_Female,1109.0,3007,1574.0,3097,2180.0,White Alone,2014
3996,Service occupations:_Female,11859.0,43667,22240.0,49273,12621.0,White Alone,2014
3997,Healthcare support occupations_Female,2722.0,13854,2965.0,7954,3668.0,White Alone,2014
3998,Protective service occupations:_Female,608.0,1405,1066.0,999,1061.0,White Alone,2014
3999,"Fire fighting and prevention, and other protective service workers including supervisors_Female",375.0,815,397.0,669,569.0,White Alone,2014
4000,Law enforcement workers including supervisors_Female,233.0,590,669.0,330,492.0,White Alone,2014
4001,Food preparation and serving related occupations_Female,2133.0,7859,5471.0,11384,2549.0,White Alone,2014
4002,Building and grounds cleaning and maintenance occupations_Female,2985.0,7411,2913.0,15875,2099.0,White Alone,2014
4003,Personal care and service occupations_Female,3411.0,13138,9825.0,13061,3244.0,White Alone,2014
4004,Sales and office occupations:_Female,16313.0,62472,58663.0,66135,22666.0,White Alone,2014
4005,Sales and related occupations_Female,4516.0,20136,28680.0,22534,7588.0,White Alone,2014
4006,Office and administrative support occupations_Female,11797.0,42336,29983.0,43601,15078.0,White Alone,2014
4007,"Natural resources, construction, and maintenance occupations:_Female",510.0,1206,583.0,1172,198.0,White Alone,2014
4008,"Farming, fishing, and forestry occupations_Female",133.0,137,0.0,0,0.0,White Alone,2014
4009,Construction and extraction occupations_Female,325.0,687,270.0,592,178.0,White Alone,2014
4010,"Installation, maintenance, and repair occupations_Female",52.0,382,313.0,580,20.0,White Alone,2014
4011,"Production, transportation, and material moving occupations:_Female",2087.0,5291,2693.0,10110,1756.0,White Alone,2014
4012,Production occupations_Female,1433.0,3984,1685.0,6551,897.0,White Alone,2014
4013,Transportation occupations_Female,461.0,610,537.0,2864,558.0,White Alone,2014
4014,Material moving occupations_Female,193.0,697,471.0,695,301.0,White Alone,2014
4015,Total:,120031.0,558444,570395.0,459408,160938.0,White Alone,2015
4016,Male:,64291.0,296788,291884.0,251445,85525.0,White Alone,2015
4017,"Management, business, science, and arts occupations:_Male",18854.0,148245,204860.0,86087,29527.0,White Alone,2015
4018,"Management, business, and financial occupations:_Male",8399.0,59214,100089.0,40231,13337.0,White Alone,2015
4019,Management occupations_Male,5874.0,41236,65043.0,28107,9235.0,White Alone,2015
4020,Business and financial operations occupations_Male,2525.0,17978,35046.0,12124,4102.0,White Alone,2015
4021,"Computer, engineering, and science occupations:_Male",2499.0,22320,27643.0,12306,6198.0,White Alone,2015
4022,Computer and mathematical occupations_Male,1637.0,14527,16754.0,7323,3523.0,White Alone,2015
4023,Architecture and engineering occupations_Male,520.0,5061,5364.0,3630,2287.0,White Alone,2015
4024,"Life, physical, and social science occupations_Male",342.0,2732,5525.0,1353,388.0,White Alone,2015
4025,"Education, legal, community service, arts, and media occupations:_Male",6175.0,59327,66019.0,27293,6853.0,White Alone,2015
4026,Community and social service occupations_Male,964.0,2356,4646.0,3031,439.0,White Alone,2015
4027,Legal occupations_Male,409.0,10761,15668.0,4887,1766.0,White Alone,2015
4028,"Education, training, and library occupations_Male",2603.0,16923,14364.0,9794,3279.0,White Alone,2015
4029,"Arts, design, entertainment, sports, and media occupations_Male",2199.0,29287,31341.0,9581,1369.0,White Alone,2015
4030,Healthcare practitioners and technical occupations:_Male,1781.0,7384,11109.0,6257,3139.0,White Alone,2015
4031,Health diagnosing and treating practitioners and other technical occupations_Male,1163.0,5740,10432.0,4248,2389.0,White Alone,2015
4032,Health technologists and technicians_Male,618.0,1644,677.0,2009,750.0,White Alone,2015
4033,Service occupations:_Male,15017.0,37564,19097.0,55181,12811.0,White Alone,2015
4034,Healthcare support occupations_Male,633.0,2302,1183.0,2480,196.0,White Alone,2015
4035,Protective service occupations:_Male,3826.0,5547,2765.0,9282,5230.0,White Alone,2015
4036,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2520.0,3079,1649.0,5597,2769.0,White Alone,2015
4037,Law enforcement workers including supervisors_Male,1306.0,2468,1116.0,3685,2461.0,White Alone,2015
4038,Food preparation and serving related occupations_Male,4629.0,16697,7668.0,25207,2608.0,White Alone,2015
4039,Building and grounds cleaning and maintenance occupations_Male,4096.0,7758,3644.0,10825,2950.0,White Alone,2015
4040,Personal care and service occupations_Male,1833.0,5260,3837.0,7387,1827.0,White Alone,2015
4041,Sales and office occupations:_Male,11204.0,51217,53220.0,37080,16233.0,White Alone,2015
4042,Sales and related occupations_Male,5750.0,30349,39058.0,19610,8361.0,White Alone,2015
4043,Office and administrative support occupations_Male,5454.0,20868,14162.0,17470,7872.0,White Alone,2015
4044,"Natural resources, construction, and maintenance occupations:_Male",9618.0,30413,6575.0,38562,17009.0,White Alone,2015
4045,"Farming, fishing, and forestry occupations_Male",300.0,216,113.0,596,0.0,White Alone,2015
4046,Construction and extraction occupations_Male,5638.0,21410,2713.0,28903,11407.0,White Alone,2015
4047,"Installation, maintenance, and repair occupations_Male",3680.0,8787,3749.0,9063,5602.0,White Alone,2015
4048,"Production, transportation, and material moving occupations:_Male",9598.0,29349,8132.0,34535,9945.0,White Alone,2015
4049,Production occupations_Male,2554.0,9604,2003.0,10976,1732.0,White Alone,2015
4050,Transportation occupations_Male,5478.0,16258,4207.0,17858,6350.0,White Alone,2015
4051,Material moving occupations_Male,1566.0,3487,1922.0,5701,1863.0,White Alone,2015
4052,Female:_Female,55740.0,261656,278511.0,207963,75413.0,White Alone,2015
4053,"Management, business, science, and arts occupations:_Female",22866.0,146605,189835.0,91427,37756.0,White Alone,2015
4054,"Management, business, and financial occupations:_Female",6952.0,44322,79262.0,31545,10598.0,White Alone,2015
4055,Management occupations_Female,4884.0,30588,50130.0,19596,6461.0,White Alone,2015
4056,Business and financial operations occupations_Female,2068.0,13734,29132.0,11949,4137.0,White Alone,2015
4057,"Computer, engineering, and science occupations:_Female",1393.0,9610,13318.0,4447,1419.0,White Alone,2015
4058,Computer and mathematical occupations_Female,617.0,3613,4539.0,2154,830.0,White Alone,2015
4059,Architecture and engineering occupations_Female,121.0,2653,1863.0,624,47.0,White Alone,2015
4060,"Life, physical, and social science occupations_Female",655.0,3344,6916.0,1669,542.0,White Alone,2015
4061,"Education, legal, community service, arts, and media occupations:_Female",10761.0,75258,80735.0,40618,18109.0,White Alone,2015
4062,Community and social service occupations_Female,1572.0,6823,4982.0,4738,1261.0,White Alone,2015
4063,Legal occupations_Female,1087.0,7854,13512.0,4266,1274.0,White Alone,2015
4064,"Education, training, and library occupations_Female",7034.0,36294,29248.0,23973,14248.0,White Alone,2015
4065,"Arts, design, entertainment, sports, and media occupations_Female",1068.0,24287,32993.0,7641,1326.0,White Alone,2015
4066,Healthcare practitioners and technical occupations:_Female,3760.0,17415,16520.0,14817,7630.0,White Alone,2015
4067,Health diagnosing and treating practitioners and other technical occupations_Female,2586.0,13017,14460.0,10813,4758.0,White Alone,2015
4068,Health technologists and technicians_Female,1174.0,4398,2060.0,4004,2872.0,White Alone,2015
4069,Service occupations:_Female,12983.0,48065,24811.0,46106,11597.0,White Alone,2015
4070,Healthcare support occupations_Female,3569.0,15693,2617.0,8971,2577.0,White Alone,2015
4071,Protective service occupations:_Female,567.0,1563,787.0,3014,1220.0,White Alone,2015
4072,"Fire fighting and prevention, and other protective service workers including supervisors_Female",521.0,1278,578.0,1357,579.0,White Alone,2015
4073,Law enforcement workers including supervisors_Female,46.0,285,209.0,1657,641.0,White Alone,2015
4074,Food preparation and serving related occupations_Female,2901.0,10528,6580.0,11073,2889.0,White Alone,2015
4075,Building and grounds cleaning and maintenance occupations_Female,2658.0,6419,2913.0,12192,1543.0,White Alone,2015
4076,Personal care and service occupations_Female,3288.0,13862,11914.0,10856,3368.0,White Alone,2015
4077,Sales and office occupations:_Female,17080.0,59788,58913.0,61544,24023.0,White Alone,2015
4078,Sales and related occupations_Female,5758.0,19691,30277.0,18437,6988.0,White Alone,2015
4079,Office and administrative support occupations_Female,11322.0,40097,28636.0,43107,17035.0,White Alone,2015
4080,"Natural resources, construction, and maintenance occupations:_Female",116.0,1080,1154.0,1270,323.0,White Alone,2015
4081,"Farming, fishing, and forestry occupations_Female",0.0,70,120.0,88,0.0,White Alone,2015
4082,Construction and extraction occupations_Female,48.0,399,990.0,624,103.0,White Alone,2015
4083,"Installation, maintenance, and repair occupations_Female",68.0,611,44.0,558,220.0,White Alone,2015
4084,"Production, transportation, and material moving occupations:_Female",2695.0,6118,3798.0,7616,1714.0,White Alone,2015
4085,Production occupations_Female,1153.0,4221,1873.0,5297,557.0,White Alone,2015
4086,Transportation occupations_Female,1481.0,1251,1318.0,1807,1094.0,White Alone,2015
4087,Material moving occupations_Female,61.0,646,607.0,512,63.0,White Alone,2015
4088,Total:,130593.0,558578,573325.0,458726,155678.0,White Alone,2016
4089,Male:,72690.0,298671,297232.0,251113,83415.0,White Alone,2016
4090,"Management, business, science, and arts occupations:_Male",20954.0,152355,204955.0,89192,26474.0,White Alone,2016
4091,"Management, business, and financial occupations:_Male",8185.0,59683,99379.0,40963,13019.0,White Alone,2016
4092,Management occupations_Male,5918.0,43641,65795.0,28768,9020.0,White Alone,2016
4093,Business and financial operations occupations_Male,2267.0,16042,33584.0,12195,3999.0,White Alone,2016
4094,"Computer, engineering, and science occupations:_Male",3134.0,25872,27942.0,16279,5387.0,White Alone,2016
4095,Computer and mathematical occupations_Male,1769.0,16828,16868.0,9526,2661.0,White Alone,2016
4096,Architecture and engineering occupations_Male,856.0,6286,6068.0,5348,2273.0,White Alone,2016
4097,"Life, physical, and social science occupations_Male",509.0,2758,5006.0,1405,453.0,White Alone,2016
4098,"Education, legal, community service, arts, and media occupations:_Male",7814.0,59881,65997.0,26890,4900.0,White Alone,2016
4099,Community and social service occupations_Male,510.0,3762,4182.0,2135,621.0,White Alone,2016
4100,Legal occupations_Male,728.0,6853,20157.0,4024,571.0,White Alone,2016
4101,"Education, training, and library occupations_Male",3686.0,18521,12862.0,9568,2549.0,White Alone,2016
4102,"Arts, design, entertainment, sports, and media occupations_Male",2890.0,30745,28796.0,11163,1159.0,White Alone,2016
4103,Healthcare practitioners and technical occupations:_Male,1821.0,6919,11637.0,5060,3168.0,White Alone,2016
4104,Health diagnosing and treating practitioners and other technical occupations_Male,903.0,5173,11075.0,3992,2558.0,White Alone,2016
4105,Health technologists and technicians_Male,918.0,1746,562.0,1068,610.0,White Alone,2016
4106,Service occupations:_Male,20424.0,39043,21729.0,47561,14489.0,White Alone,2016
4107,Healthcare support occupations_Male,541.0,2816,473.0,1253,673.0,White Alone,2016
4108,Protective service occupations:_Male,3379.0,8787,1835.0,9738,7760.0,White Alone,2016
4109,"Fire fighting and prevention, and other protective service workers including supervisors_Male",1551.0,5267,1303.0,5393,4252.0,White Alone,2016
4110,Law enforcement workers including supervisors_Male,1828.0,3520,532.0,4345,3508.0,White Alone,2016
4111,Food preparation and serving related occupations_Male,8070.0,15626,10798.0,18594,2151.0,White Alone,2016
