"Occupations","Gender","Boroughs","year","Salary","year_range","Salary_avg"
"Construction and extraction occupations","Male","Bronx County","year2017",30548,"year2017_2019",31630
"Construction and extraction occupations","Male","Bronx County","year2018",32101,"year2017_2019",31630
"Construction and extraction occupations","Male","Bronx County","year2019",32241,"year2017_2019",31630
"Construction and extraction occupations","Male","Kings County","year2010",30602,"year2010_2013",30321.25
"Construction and extraction occupations","Male","Kings County","year2011",27589,"year2010_2013",30321.25
"Construction and extraction occupations","Male","Kings County","year2012",31679,"year2010_2013",30321.25
"Construction and extraction occupations","Male","Kings County","year2013",31415,"year2010_2013",30321.25
"Construction and extraction occupations","Male","Kings County","year2014",32204,"year2014_2016",31985.3333333333
"Construction and extraction occupations","Male","Kings County","year2015",32553,"year2014_2016",31985.3333333333
"Construction and extraction occupations","Male","Kings County","year2016",31199,"year2014_2016",31985.3333333333
"Construction and extraction occupations","Male","Kings County","year2017",35533,"year2017_2019",38011.3333333333
"Construction and extraction occupations","Male","Kings County","year2018",35803,"year2017_2019",38011.3333333333
"Construction and extraction occupations","Male","Kings County","year2019",42698,"year2017_2019",38011.3333333333
"Construction and extraction occupations","Male","New York County","year2010",24712,"year2010_2013",27079.5
"Construction and extraction occupations","Male","New York County","year2011",22414,"year2010_2013",27079.5
"Construction and extraction occupations","Male","New York County","year2012",26089,"year2010_2013",27079.5
"Construction and extraction occupations","Male","New York County","year2013",35103,"year2010_2013",27079.5
"Construction and extraction occupations","Male","New York County","year2014",31934,"year2014_2016",31351
"Construction and extraction occupations","Male","New York County","year2015",26828,"year2014_2016",31351
"Construction and extraction occupations","Male","New York County","year2016",35291,"year2014_2016",31351
"Construction and extraction occupations","Male","New York County","year2017",35290,"year2017_2019",35397.6666666667
"Construction and extraction occupations","Male","New York County","year2018",28193,"year2017_2019",35397.6666666667
"Construction and extraction occupations","Male","New York County","year2019",42710,"year2017_2019",35397.6666666667
"Construction and extraction occupations","Male","Queens County","year2010",31043,"year2010_2013",29643
